주소,축종,사육두수,발생일,지역코드,location,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
경기도 안성시 보개면 남풍리,닭-산란계,170500,20161218,203,이천,1.9,0.0,0.7,76.3
경기도 안성시 미양면 강덕리,닭-육계,55802,20080503,203,이천,20.9,0.0,0.9,61.9
경기도 안성시 일죽면 산북리,닭-일괄,290000,20161214,203,이천,-0.5,0.7,1.5,75.8
경기도 안성시 일죽면 방초리,닭-토종닭,1500,20170109,203,이천,3.1,0.0,2.6,56.9
경기도 안성시 일죽면 능국리,닭-산란계,443000,20140318,203,이천,11.4,0.0,2.7,63.8
경기도 안성시 일죽면 능국리,닭-산란계,110000,20140329,203,이천,12.9,2.6,0.8,70.0
경기도 안성시 일죽면 능국리,닭-산란계,50000,20161207,203,이천,-1.9,0.1,0.7,71.0
경기도 안성시 일죽면 능국리,닭-산란계,400000,20161211,203,이천,-2.9,0.0,0.8,57.8
경기도 안성시 원곡면 외가천리,닭-토종닭,45500,20161201,203,이천,4.8,0.0,2.4,48.6
경기도 안성시 중리동,오리-육용오리,4000,20140625,203,이천,22.5,0.0,1.1,66.0
경기도 안성시 서운면 신흥리,오리-종오리,6500,20150202,203,이천,-2.9,0.0,0.7,55.9
경기도 안성시 서운면 신촌리,닭-산란계,280000,20210113,203,이천,1.5,0.0,1.0,87.1
경기도 안성시 삼죽면 마전리,오리-육용오리,9500,20150212,203,이천,-1.5,0.0,2.4,29.5
경기도 안성시 삼죽면 덕산리,닭-산란계,43200,20161213,203,이천,2.2,0.0,1.0,64.1
경기도 안성시 보개면 적가리,닭-일괄,241000,20161220,203,이천,5.5,0.0,0.6,76.0
경기도 안성시 보개면 양복리,오리-육용오리,16500,20150205,203,이천,-0.8,0.0,1.5,69.0
경기도 안성시 보개면 복평리,오리-육용오리,6000,20161209,203,이천,2.1,1.4,1.7,64.5
경기도 안성시 보개면 동평리,오리-육용오리,10500,20161211,203,이천,-2.9,0.0,0.8,57.8
경기도 안성시 보개면 동신리,닭-산란계,40000,20161230,203,이천,-4.4,0.0,0.8,56.5
경기도 안성시 보개면 동신리,닭-산란계,29000,20210127,203,이천,2.3,0.0,1.3,54.1
경기도 안성시 보개면 내방리,오리-육용오리,9000,20150204,203,이천,-1.1,0.0,1.1,66.5
경기도 안성시 보개면 기좌리,닭-토종닭,108607,20170114,203,이천,-7.4,0.0,2.2,31.8
경기도 안성시 미양면 강덕리,닭-육계,55802,20080505,203,이천,16.4,0.2,3.0,48.0
경기도 안성시 미양면 강덕리,오리-종오리,16000,20150126,203,이천,3.0,2.2,0.7,86.9
경기도 안성시 미양면 강덕리,오리-종오리,22760,20140211,203,이천,-1.2,0.0,1.3,53.3
경기도 이천시 장호원읍 와현리,닭-종계,22200,20210127,203,이천,2.3,0.0,1.3,54.1
경기도 이천시 장호원읍 와현리,닭-종계,24000,20210126,203,이천,3.6,3.3,0.7,91.1
경기도 이천시 장호원읍 와현리,닭-산란계,14860,20161225,203,이천,-0.6,0.0,0.6,78.0
경기도 이천시 장호원읍 와현리,닭-종계,25506,20161216,203,이천,-4.6,0.0,1.4,44.9
경기도 이천시 장호원읍 진암리,닭-산란계,25000,20161209,203,이천,2.1,1.4,1.7,64.5
경기도 안성시 공도읍 신두리,닭-산란계,33000,20161216,203,이천,-4.6,0.0,1.4,44.9
경기도 안성시 공도읍 마정리,닭-산란계,137178,20170108,203,이천,6.3,0.0,1.1,63.0
경기도 이천시 장호원읍 어석리,닭-종계,87900,20210222,203,이천,7.9,0.0,1.8,58.1
경기도 안성시 공도읍 마정리,닭-산란계,78600,20210128,203,이천,-2.9,1.3,2.6,59.6
경기도 안성시 공도읍 건천리,오리-육용오리,31000,20140225,203,이천,4.2,0.0,1.0,63.8
경기도 광주시 초월읍 신월리,닭-산란계,46000,20161218,203,이천,1.9,0.0,0.7,76.3
경기도 광주시 오포읍 양벌리,야생조류-왜가리,1,20150119,203,이천,0.5,0.0,2.1,62.1
경기도 광주시 남한산성면 불당리,오리-기타,12,20160405,203,이천,11.7,0.0,2.3,29.4
경기도 안성시 서운면 신흥리,오리-육용오리,20000,20150208,203,이천,-8.3,0.0,3.6,26.3
경기도 안성시 서운면 신촌리,닭-산란계,54000,20161222,203,이천,6.7,18.2,2.8,83.8
경기도 안성시 서운면 신촌리,닭-산란계,230000,20161223,203,이천,-0.5,0.5,2.6,66.1
경기도 안성시 공도읍 건천리,거위-비분류,300,20140225,203,이천,4.2,0.0,1.0,63.8
경기도 안성시 미양면 강덕리,오리-종오리,45000,20110113,203,이천,-10.3,0.0,0.6,63.4
경기도 이천시 장호원읍 선읍리,닭-산란계,18000,20161210,203,이천,-1.4,0.0,1.1,52.8
경기도 이천시 장호원읍 나래리,닭-산란계,289800,20150121,203,이천,1.1,4.1,0.5,69.0
경기도 안성시 미양면 강덕리,오리-종오리,7,20140214,203,이천,1.3,0.0,1.0,55.8
경기도 안성시 일죽면 산북리,오리-육용오리,5500,20161207,203,이천,-1.9,0.1,0.7,71.0
경기도 안성시 미양면 강덕리,오리-종오리,6500,20150129,203,이천,-1.6,0.0,0.6,68.9
경기도 안성시 대덕면 보동리,닭-토종닭,27500,20161125,203,이천,-1.5,0.0,0.9,60.5
경기도 안성시 대덕면 명당리,닭-산란계,376000,20170101,203,이천,0.4,0.0,0.5,80.3
경기도 안성시 금광면 삼흥리,닭-산란계,390000,20210112,203,이천,-7.0,1.4,0.5,87.3
경기도 안성시 금광면 내우리,오리-육용오리,9000,20150304,203,이천,-1.5,0.0,3.1,34.3
경기도 이천시 장호원읍 선읍리,메추리-비분류,164482,20161218,203,이천,1.9,0.0,0.7,76.3
경기도 안성시 금광면 개산리,오리-육용오리,9000,20150305,203,이천,-1.4,0.0,1.0,45.5
경기도 안성시 공도읍 진사리,닭-종계,59788,20161223,203,이천,-0.5,0.5,2.6,66.1
경기도 안성시 공도읍 중복리,닭-기타,15392,20080508,203,이천,16.7,0.0,1.1,67.5
경기도 안성시 공도읍 중복리,닭-기타,15392,20080508,203,이천,16.7,0.0,1.1,67.5
경기도 안성시 공도읍 용두리,닭-산란계,41500,20161228,203,이천,-3.5,0.0,1.2,54.5
경기도 안성시 공도읍 용두리,닭-산란계,62500,20210130,203,이천,-2.7,0.3,0.9,60.9
경기도 이천시 장호원읍 나래리,닭-산란계,478000,20210121,203,이천,1.8,5.8,0.4,75.9
경기도 이천시 장호원읍 나래리,닭-산란계,278100,20161218,203,이천,1.9,0.0,0.7,76.3
경기도 안성시 금광면 개산리,오리-육용오리,8600,20161224,203,이천,-2.1,0.0,0.9,64.5
경기도 안성시 일죽면 산북리,오리-육용오리,14800,20110111,203,이천,-7.7,2.7,0.8,72.4
경기도 안성시 서운면 신흥리,오리-육용오리,33000,20110108,203,이천,-8.9,0.1,0.6,85.3
경기도 용인시 처인구 원삼면 문촌리,오리-종오리,6000,20201220,203,이천,-5.1,0.0,0.9,60.1
경기도 용인시 처인구 백암면 박곡리,닭-산란계,200000,20110306,203,이천,2.9,0.0,1.4,69.3
경기도 용인시 처인구 백암면 석천리,닭-산란계,203000,20161213,203,이천,2.2,0.0,1.0,64.1
경기도 안성시 일죽면 신흥리,닭-산란계,60000,20210131,203,이천,0.6,0.0,0.6,69.1
경기도 용인시 처인구 백암면 석천리,닭-산란계,110000,20161213,203,이천,2.2,0.0,1.0,64.1
경기도 용인시 처인구 백암면 옥산리,닭-산란계,188000,20210118,203,이천,-3.6,1.3,1.8,72.0
경기도 용인시 처인구 백암면 옥산리,닭-산란계,240000,20161213,203,이천,2.2,0.0,1.0,64.1
경기도 용인시 처인구 백암면 장평리,닭-산란계,19000,20210129,203,이천,-7.5,0.0,2.4,37.0
경기도 이천시 설성면 장천리,닭-산란계,156704,20150210,203,이천,2.0,0.0,2.1,59.0
경기도 이천시 대월면 대대리,오리-육용오리,5500,20161211,203,이천,-2.9,0.0,0.8,57.8
경기도 이천시 대월면 대흥리,닭-산란계,54000,20161211,203,이천,-2.9,0.0,0.8,57.8
경기도 이천시 대월면 초지리,닭-산란계,360000,20161203,203,이천,1.3,0.0,0.7,63.4
경기도 이천시 마장면 이치리,오리-종오리,10907,20160323,203,이천,7.6,0.0,1.8,53.4
경기도 이천시 모가면 원두리,오리-육용오리,18600,20161201,203,이천,4.8,0.0,2.4,48.6
경기도 이천시 백사면 도립리,닭-산란계,119000,20210213,203,이천,5.0,0.0,0.5,58.4
경기도 이천시 부발읍 가산리,닭-산란계,241000,20210213,203,이천,5.0,0.0,0.5,58.4
경기도 이천시 부발읍 가산리,닭-산란계,200000,20161127,203,이천,1.6,0.0,0.6,88.6
경기도 이천시 설성면 상봉리,닭-종계,21000,20110217,203,이천,0.3,1.3,1.4,77.5
경기도 이천시 설성면 행죽리,닭-종계,60000,20161202,203,이천,0.3,0.0,1.1,47.9
경기도 이천시 설성면 행죽리,닭-종계,16000,20110114,203,이천,-7.1,1.6,0.7,69.9
경기도 이천시 율면 본죽리,닭-산란계,75500,20161208,203,이천,-1.5,1.7,0.5,85.6
경기도 안성시 일죽면 화곡리,오리-육용오리,5500,20161208,203,이천,-1.5,1.7,0.5,85.6
경기도 이천시 설성면 암산리,닭-토종닭,23000,20161205,203,이천,5.5,0.1,1.7,65.9
경기도 안성시 일죽면 장암리,닭-육계,133003,20070210,203,이천,3.3,0.0,2.4,62.6
경기도 용인시 처인구 백암면 박곡리,닭-산란계,196000,20161209,203,이천,2.1,1.4,1.7,64.5
경기도 이천시 율면 본죽리,닭-산란계,90000,20140420,203,이천,13.7,0.0,1.8,44.9
경기도 안성시 일죽면 장암리,닭-산란계,100000,20161220,203,이천,5.5,0.0,0.6,76.0
경기도 안성시 일죽면 장암리,닭-종계,18780,20210126,203,이천,3.6,3.3,0.7,91.1
경기도 안성시 일죽면 신흥리,오리-육용오리,1,20140313,203,이천,4.4,0.0,2.8,55.6
경기도 이천시 설성면 신필리,오리-육용오리,3000,20161130,203,이천,4.4,0.4,0.9,66.4
경기도 이천시 설성면 신필리,닭-토종닭,27300,20161214,203,이천,-0.5,0.7,1.5,75.8
경기도 이천시 설성면 신필리,닭-산란계,10000,20161204,203,이천,1.6,0.0,0.5,74.1
경기도 이천시 율면 석산리,메추리-비분류,620000,20161203,203,이천,1.3,0.0,0.7,63.4
경기도 여주시 흥천면 율극리,닭-산란계,120417,20161223,203,이천,-0.5,0.5,2.6,66.1
경기도 여주시 흥천면 율극리,닭-산란계,250000,20161224,203,이천,-2.1,0.0,0.9,64.5
경기도 여주시 점동면 당진리,닭-산란계,153600,20201221,203,이천,-3.8,0.0,0.6,72.9
경기도 여주시 가남읍 금당리,닭-산란계,416271,20161213,203,이천,2.2,0.0,1.0,64.1
경기도 여주시 가남읍 금당리,닭-산란계,541023,20150123,203,이천,-1.2,0.0,0.6,81.4
경기도 여주시 가남읍 삼군리,메추리-비분류,110000,20201208,203,이천,-1.1,0.0,0.9,54.3
경기도 여주시 가남읍 은봉리,닭-산란계,193000,20201206,203,이천,2.1,0.0,0.9,76.9
경기도 여주시 가남읍 은봉리,닭-산란계,120000,20161206,203,이천,-0.5,0.0,1.8,38.5
경기도 여주시 가남읍 하귀리,닭-산란계,409447,20161213,203,이천,2.2,0.0,1.0,64.1
경기도 여주시 가남읍 하귀리,닭-산란계,300000,20150114,203,이천,0.3,0.0,0.5,56.1
경기도 여주시 능서면 광대리,오리-종오리,29386,20161209,203,이천,2.1,1.4,1.7,64.5
경기도 여주시 능서면 광대리,오리-종오리,41200,20150123,203,이천,-1.2,0.0,0.6,81.4
경기도 여주시 능서면 광대리,닭-산란계,30000,20110223,203,이천,4.4,0.0,1.1,60.5
경기도 여주시 능서면 마래리,닭-산란계,208300,20201228,203,이천,4.0,0.0,0.5,74.5
경기도 여주시 능서면 마래리,닭-육계,55000,20161226,203,이천,1.7,1.1,0.6,84.9
경기도 이천시 설성면 장천리,오리-종오리,8300,20110122,203,이천,-6.0,0.0,1.0,68.5
경기도 안성시 일죽면 화봉리,닭-산란계,30000,20140306,203,이천,0.4,0.0,2.4,37.6
경기도 여주시 능서면 용은리,닭-산란계,48000,20161218,203,이천,1.9,0.0,0.7,76.3
경기도 이천시 설성면 장천리,닭-산란계,160000,20161125,203,이천,-1.5,0.0,0.9,60.5
경기도 이천시 설성면 장천리,닭-산란계,146000,20210201,203,이천,4.3,3.2,1.3,85.1
경기도 이천시 설성면 장능리,닭-산란계,95000,20161204,203,이천,1.6,0.0,0.5,74.1
경기도 이천시 설성면 장능리,닭-토종닭,26500,20110121,203,이천,-8.5,0.0,1.3,60.0
경기도 여주시 능서면 마래리,메추리-비분류,100000,20161224,203,이천,-2.1,0.0,0.9,64.5
경기도 여주시 능서면 마래리,닭-산란계,208100,20161207,203,이천,-1.9,0.1,0.7,71.0
강원도 인제군 기린면 북리,닭-산란계,28500,20170103,211,인제,1.2,0.0,2.2,60.1
충청남도 천안시 동남구 동면 화계리,오리-종오리,12141,20161208,232,천안,2.1,0.5,0.7,84.4
충청남도 아산시 탕정면 용두리,오리-산란오리,9146,20061223,232,천안,-0.2,0.0,1.0,78.4
충청남도 아산시 탕정면 용두리,오리,14910,20040205,232,천안,-3.8,0.8,3.1,58.3
충청남도 천안시 동남구 동면 행암리,닭-산란계,118000,20161215,232,천안,-2.2,0.0,2.1,46.6
충청남도 예산군 고덕면 석곡리,닭-종계,34700,20201225,232,천안,-0.4,0.0,1.2,67.4
충청남도 천안시 동남구 광덕면 매당리,오리-육용오리,10500,20161215,232,천안,-2.2,0.0,2.1,46.6
충청남도 천안시 동남구 목천읍 소사리,닭-종계,26000,20161217,232,천안,2.6,0.0,0.9,68.5
충청남도 천안시 동남구 동면 화계리,오리-산란오리,13521,20070308,232,천안,1.2,0.1,2.2,63.8
충청남도 천안시 동남구 동면 동산리,오리-육용오리,10000,20161124,232,천안,-1.3,0.0,1.8,50.5
충청남도 천안시 동남구 동면 화계리,오리-종오리,8500,20161201,232,천안,4.6,0.0,1.8,62.9
충청남도 아산시 탕정면 용두리,오리-산란오리,9146,20061221,232,천안,-0.4,0.0,0.7,79.4
충청남도 천안시 동남구 동면 화계리,오리-종오리,14790,20140307,232,천안,-0.3,0.0,3.0,37.8
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,30000,20070120,232,천안,-3.3,0.0,0.9,62.3
충청남도 아산시 인주면 해암리,닭-산란계,150000,20161202,232,천안,-0.3,0.0,0.9,63.8
충청남도 아산시 둔포면 봉재리,오리-육용오리,3800,20161221,232,천안,7.5,21.3,1.6,86.0
충청남도 아산시 둔포면 염작리,닭-산란계,115000,20180317,232,천안,5.6,0.0,1.5,58.8
충청남도 아산시 둔포면 염작리,닭-산란계,150000,20170107,232,천안,2.4,0.0,0.4,78.8
충청남도 아산시 둔포면 운교리,닭-종계,100000,20170110,232,천안,-1.2,0.0,1.7,55.8
충청남도 아산시 배방읍 세교리,닭-종계,836,20161210,232,천안,-1.7,0.0,0.9,60.4
충청남도 아산시 선장면 대흥리,오리-종오리,7800,20161204,232,천안,3.0,0.0,0.5,73.8
충청남도 아산시 신창면 가내리,닭-산란계,50000,20161216,232,천안,-4.4,0.0,1.3,58.4
충청남도 아산시 신창면 궁화리,오리-육용오리,6000,20150328,232,천안,9.7,0.0,2.0,39.9
충청남도 아산시 신창면 오목리,닭-산란계,60000,20161208,232,천안,2.1,0.5,0.7,84.4
충청남도 아산시 신창면 오목리,닭-산란계,240000,20161208,232,천안,2.1,0.5,0.7,84.4
충청남도 아산시 신창면 읍내리,닭-산란계,4500,20161202,232,천안,-0.3,0.0,0.9,63.8
충청남도 아산시 신창면 읍내리,닭-산란계,233500,20161202,232,천안,-0.3,0.0,0.9,63.8
충청남도 아산시 신창면 행목리,닭-산란계,52500,20161123,232,천안,0.2,0.0,1.5,40.0
충청남도 아산시 염치읍 쌍죽리,닭-산란계,24600,20161213,232,천안,2.5,0.0,1.0,77.4
충청남도 아산시 음봉면 산동리,닭-산란계,53000,20110107,232,천안,-8.2,0.0,1.4,69.8
충청남도 천안시 동남구 목천읍 소사리,닭-산란계,28000,20161212,232,천안,2.5,0.5,0.6,65.3
충청남도 천안시 동남구 목천읍 운전리,오리-종오리,10000,20161224,232,천안,-2.1,0.0,0.7,76.1
충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,12100,20161212,232,천안,2.5,0.5,0.6,65.3
충청남도 천안시 동남구 병천면 관성리,닭-산란계,38600,20161211,232,천안,-3.1,0.0,0.6,64.4
충청남도 천안시 동남구 풍세면 풍서리,오리-기타,10700,20101231,232,천안,-7.4,0.4,2.6,64.0
충청남도 천안시 동남구 성남면 용원리,메추리-비분류,250000,20170102,232,천안,4.8,0.0,1.2,79.5
충청남도 천안시 동남구 성남면 신덕리,닭-토종닭,45000,20161215,232,천안,-2.2,0.0,2.1,46.6
충청남도 천안시 동남구 성남면 석곡리,닭-산란계,530,20140407,232,천안,10.4,0.0,2.8,51.4
충청남도 천안시 동남구 성남면 석곡리,닭-육계,1,20140408,232,천안,10.9,0.0,1.7,50.3
충청남도 천안시 동남구 성남면 봉양리,닭-산란계,19000,20161221,232,천안,7.5,21.3,1.6,86.0
충청남도 천안시 동남구 수신면 신풍리,닭-토종닭,38522,20140321,232,천안,4.8,0.0,3.0,55.1
충청남도 천안시 동남구 성남면 봉양리,닭-산란계,200000,20161221,232,천안,7.5,21.3,1.6,86.0
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,55000,20140331,232,천안,12.0,0.0,1.5,57.1
충청남도 천안시 서북구 성환읍 대홍리,거위-비분류,42,20201214,232,천안,-5.6,0.0,2.1,47.3
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,83800,20210112,232,천안,-3.9,0.1,1.0,85.5
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,100000,20161216,232,천안,-4.4,0.0,1.3,58.4
충청남도 천안시 서북구 성환읍 도하리,닭-산란계,105046,20161212,232,천안,2.5,0.5,0.6,65.3
충청남도 천안시 서북구 성환읍 매주리,닭-산란계,25000,20161228,232,천안,-3.6,0.0,0.9,60.9
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,6354,20140317,232,천안,14.2,0.0,3.1,68.4
충청남도 천안시 동남구 신방동,오리-기타,24,20161220,232,천안,5.4,0.0,0.6,86.3
충청남도 천안시 동남구 풍세면 가송리,닭-토종닭,42900,20161214,232,천안,0.2,0.0,1.4,70.3
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,90000,20161213,232,천안,2.5,0.0,1.0,77.4
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,30000,20070124,232,천안,-1.7,0.0,1.3,69.0
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,30000,20140216,232,천안,1.5,0.0,1.1,68.8
충청남도 천안시 동남구 풍세면 용정리,닭-종계,19900,20150309,232,천안,2.8,0.0,5.1,48.3
충청남도 천안시 동남구 풍세면 용정리,닭-산란계,43000,20161204,232,천안,3.0,0.0,0.5,73.8
충청남도 천안시 동남구 풍세면 보성리,거위-비분류,15,20140228,232,천안,6.2,0.0,1.9,70.8
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,75000,20140223,232,천안,1.6,0.0,1.1,64.5
충청남도 천안시 동남구 풍세면 보성리,오리-육용오리,3000,20140213,232,천안,1.7,0.0,1.0,67.5
충청남도 천안시 동남구 풍세면 보성리,오리-육용오리,10280,20140207,232,천안,2.2,0.0,2.3,55.8
충청남도 천안시 동남구 풍세면 보성리,오리-종오리,14392,20140215,232,천안,1.5,0.0,1.3,64.9
충청남도 천안시 동남구 풍세면 보성리,오리-종오리,4270,20161130,232,천안,4.5,1.0,0.6,75.1
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,126000,20161205,232,천안,6.6,0.5,1.8,70.6
충청남도 천안시 동남구 풍세면 보성리,닭-산란계,53300,20161218,232,천안,2.0,0.0,0.7,82.3
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,40000,20140310,232,천안,1.5,0.0,2.3,49.6
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,166700,20161204,232,천안,3.0,0.0,0.5,73.8
충청남도 천안시 동남구 풍세면 가송리,닭-산란계,70000,20161212,232,천안,2.5,0.5,0.6,65.3
충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,10800,20161219,232,천안,6.4,1.7,0.9,87.5
충청남도 천안시 동남구 목천읍 운전리,오리-종오리,6,20140317,232,천안,14.2,0.0,3.1,68.4
충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,12300,20161219,232,천안,6.4,1.7,0.9,87.5
충청남도 천안시 서북구 성환읍 신가리,닭-산란계,559359,20161213,232,천안,2.5,0.0,1.0,77.4
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,10991,20150202,232,천안,-2.3,0.0,0.8,67.8
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,71900,20161219,232,천안,6.4,1.7,0.9,87.5
충청남도 천안시 동남구 성남면 대흥리,닭-산란계,49900,20161220,232,천안,5.4,0.0,0.6,86.3
충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,15300,20161221,232,천안,7.5,21.3,1.6,86.0
충청남도 천안시 동남구 성남면 대흥리,오리-종오리,10750,20201224,232,천안,2.2,0.0,1.7,71.0
충청남도 천안시 동남구 북면 운용리,오리,4758,20031224,232,천안,1.2,0.0,0.5,87.0
충청남도 천안시 동남구 성남면 대흥리,오리-육용오리,14000,20150128,232,천안,-3.8,0.0,1.7,59.9
충청남도 천안시 동남구 북면 운용리,오리-종오리,12400,20110302,232,천안,-0.8,0.0,4.2,50.1
충청남도 천안시 동남구 풍세면 풍서리,닭-토종닭,50000,20170105,232,천안,3.9,0.0,1.9,67.0
충청남도 천안시 동남구 병천면 봉항리,오리-육용오리,6000,20161124,232,천안,-1.3,0.0,1.8,50.5
충청남도 천안시 동남구 병천면 매성리,오리-육용오리,14400,20201228,232,천안,3.3,0.0,0.5,82.6
충청남도 천안시 동남구 병천면 도원리,닭-산란계,120000,20140223,232,천안,1.6,0.0,1.1,64.5
충청남도 천안시 동남구 병천면 도원리,오리-육용오리,6100,20140306,232,천안,1.3,0.0,2.9,40.8
충청남도 천안시 동남구 병천면 도원리,닭-산란계,10400,20161218,232,천안,2.0,0.0,0.7,82.3
충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,12000,20140306,232,천안,1.3,0.0,2.9,40.8
충청남도 천안시 풍세면 용정리,닭-산란계,22200,20040126,232,천안,-6.0,0.0,1.1,69.6
충청남도 천안시 직산읍 판정리,오리,8800,20031224,232,천안,1.2,0.0,0.5,87.0
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,5600,20110117,232,천안,-10.5,0.0,1.4,69.4
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,21000,20180208,232,천안,-5.8,0.0,0.8,55.3
충청남도 천안시 서북구 성환읍 양령리,닭-육계,50000,20161226,232,천안,2.4,3.3,0.7,90.6
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,120000,20161221,232,천안,7.5,21.3,1.6,86.0
충청남도 천안시 서북구 성환읍 양령리,닭-산란계,23965,20161220,232,천안,5.4,0.0,0.6,86.3
충청남도 천안시 서북구 성환읍 어룡리,오리-종오리,4828,20140302,232,천안,3.5,0.0,2.5,55.9
충청남도 천안시 서북구 성환읍 왕림리,닭-산란계,100000,20161221,232,천안,7.5,21.3,1.6,86.0
충청남도 천안시 서북구 입장면 가산리,닭-산란계,290500,20161222,232,천안,7.5,11.0,3.3,85.5
충청남도 천안시 서북구 입장면 호당리,닭-산란계,212251,20161231,232,천안,0.4,0.0,0.7,80.6
충청남도 천안시 서북구 직산읍 마정리,닭-산란계,48000,20161224,232,천안,-2.1,0.0,0.7,76.1
충청남도 천안시 서북구 직산읍 석곡리,오리-육용오리,21000,20110119,232,천안,-6.3,0.0,1.6,63.9
충청남도 천안시 서북구 직산읍 석곡리,오리-산란오리,8500,20040104,232,천안,-1.6,0.0,0.7,68.5
충청남도 천안시 서북구 직산읍 수헐리,닭-산란계,99000,20210122,232,천안,6.0,1.4,0.5,99.6
충청남도 천안시 서북구 직산읍 신갈리,닭-육계,17800,20031226,232,천안,-2.4,0.0,3.9,54.0
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,9500,20140126,232,천안,-1.8,0.0,3.0,53.0
충청남도 천안시 서북구 직산읍 판정리,오리-종오리,13360,20110117,232,천안,-10.5,0.0,1.4,69.4
충청남도 천안시 서북구 성환읍 신가리,닭-산란계,346000,20210103,232,천안,-5.8,0.0,0.9,65.1
충청남도 천안시 동남구 수신면 신풍리,닭-육계,14000,20161224,232,천안,-2.1,0.0,0.7,76.1
경기도 평택시 오성면 양교리,닭-산란계,486000,20180316,232,천안,5.5,0.1,3.5,67.6
경기도 평택시 포승읍 홍원리,닭-산란계,66000,20161218,232,천안,2.0,0.0,0.7,82.3
경기도 평택시 안중읍 성해리,닭-기타,35000,20110207,232,천안,1.5,0.0,1.8,70.4
경기도 평택시 오성면 길음리,닭-산란계,35000,20161222,232,천안,7.5,11.0,3.3,85.5
경기도 평택시 오성면 안화리,닭-비분류,72962,20161220,232,천안,5.4,0.0,0.6,86.3
경기도 평택시 고덕면 문곡리,오리-기타,11500,20161216,232,천안,-4.4,0.0,1.3,58.4
경기도 평택시 고덕면 두릉리,오리-산란오리,4500,20161128,232,천안,2.3,0.0,1.5,63.6
경기도 평택시 고덕면 동고리,닭-산란계,620000,20161216,232,천안,-4.4,0.0,1.3,58.4
경기도 평택시 고덕면 동고리,닭-산란계,370000,20210215,232,천안,1.8,1.3,3.5,73.8
경기도 평택시 포승읍 석정리,오리-육용오리,10000,20161223,232,천안,-0.3,2.3,2.6,82.3
경기도 평택시 포승읍 도곡리,닭-종계,25000,20161225,232,천안,-0.4,0.0,0.5,83.9
경기도 평택시 포승면 석정리,닭-산란계,22597,20080416,232,천안,15.1,0.0,1.4,57.8
경기도 평택시 포승면 석정리,닭-산란계,22597,20080414,232,천안,11.0,0.0,1.6,61.4
경기도 평택시 팽성읍 대사리,닭-종계,25000,20110125,232,천안,-9.0,0.0,1.2,76.5
경기도 평택시 팽성읍 대사리,오리-종오리,18600,20140223,232,천안,1.6,0.0,1.1,64.5
경기도 평택시 팽성읍 대사리,오리-종오리,12800,20161210,232,천안,-1.7,0.0,0.9,60.4
경기도 평택시 팽성읍 대사리,닭-산란계,370000,20161222,232,천안,7.5,11.0,3.3,85.5
경기도 평택시 팽성읍 대사리,닭-산란계,239200,20210209,232,천안,-1.6,0.0,1.3,0.0
경기도 평택시 청북읍 한산리,닭-종계,20000,20161211,232,천안,-3.1,0.0,0.6,64.4
경기도 평택시 청북읍 고잔리,닭-산란계,143000,20180127,232,천안,-10.4,0.0,1.1,53.0
경기도 평택시 청북읍 고잔리,닭-산란계,26500,20201228,232,천안,3.3,0.0,0.5,82.6
경기도 평택시 청북면 현곡리,꿩,2000,20110125,232,천안,-9.0,0.0,1.2,76.5
경기도 평택시 청북면 삼계리,닭-종계,25113,20161215,232,천안,-2.2,0.0,2.1,46.6
경기도 평택시 청북면 고잔리,닭-산란계,110,20140306,232,천안,1.3,0.0,2.9,40.8
경기도 평택시 청북면 고잔리,닭-산란계,570100,20161203,232,천안,1.4,0.0,0.5,72.0
경기도 평택시 고덕면 율포리,닭-육계,7300,20140228,232,천안,6.2,0.0,1.9,70.8
경기도 평택시 서탄면 회화리,닭-산란계,121000,20161211,232,천안,-3.1,0.0,0.6,64.4
충청남도 홍성군 장곡면 신풍리,닭-종계,33900,20150309,235,보령,2.9,0.0,2.2,50.4
충청남도 홍성군 서부면 판교리,닭-종계,40000,20140302,235,보령,3.7,0.0,1.3,56.6
충청남도 논산시 상월면 상도리,관상조류-기러기,700,20170404,236,부여,12.1,0.0,1.0,48.5
