주소,축종,"사육
두수",진단일,발생일,지역코드
충청북도 진천군 이월면 삼용리,오리-육용오리,7000,20161128,20161125,131
충청북도 진천군 이월면 삼용리,오리-육용오리,5789,20140131,20140129,131
충청북도 진천군 이월면 삼용리,오리-육용오리,5,20140208,20140201,131
충청북도 진천군 이월면 삼용리,오리-종오리,5000,20140129,20140127,131
충청북도 진천군 이월면 중산리,닭-산란계,125,20161214,20161212,131
충청북도 진천군 이월면 중산리,오리-종오리,8500,20161207,20161205,131
충청북도 진천군 이월면 중산리,오리-육용오리,9060,20140209,20140207,131
충청북도 진천군 이월면 중산리,오리-육용오리,15000,20140211,20140207,131
충청북도 진천군 진천읍 문봉리,오리-육용오리,5000,20161221,20161219,131
충청북도 진천군 진천읍 상신리,닭-토종닭,30000,20161205,20161202,131
충청북도 진천군 진천읍 신정리,오리,5000,20031224,20031224,131
충청북도 진천군 초평면 오갑리,오리-육용오리,12800,20161128,20161125,131
충청북도 진천군 초평면 오갑리,오리-육용오리,10200,20161128,20161126,131
충청북도 진천군 초평면 오갑리,오리-육용오리,12415,20140209,20140207,131
충청북도 청원군 북이면 토성리,오리-육용오리,8500,20161122,20161120,131
충청북도 청주시 서원구 현도면 중척리,야생오리-청둥오리,500,20140321,20140317,131
충청북도 청주시 청원구 북이면 대길리,오리-육용오리,9400,20140306,20140303,131
충청북도 청주시 청원구 오창읍 성재리,오리-육용오리,10300,20161226,20161223,131
충청북도 청주시 흥덕구 강내면 궁현리,닭-토종닭,35000,20161212,20161210,131
충청북도 청주시 흥덕구 오송읍 동평리,닭-토종닭,125,20161214,20161212,131
충청북도 청주시 흥덕구 오송읍 동평리,닭-산란계,173000,20161203,20161201,131
충청북도 청주시 흥덕구 오송읍 쌍청리,오리-육용오리,12000,20161201,20161129,131
충청북도 청주시 흥덕구 오송읍 오송리,닭-육계,1500,20161206,20161204,131
충청북도 충주시 대소원면 만정리,닭-토종닭,100,20161208,20161206,127
충청북도 충주시 동량면 대전리,오리-종오리,7600,20210203,20210202,127
충청북도 충주시 소태면 주치리,닭-산란계,550000,20210313,20210311,127
충청북도 충주시 소태면 주치리,닭-토종닭,5500,20210311,20210310,127
