주소,축종,진단일,발생일,지역코드,사육수,location,date,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
전라남도 영암군 도포면 구학리,오리-육용오리,20151113,20151113,260,22100,장흥,20151113,13.5,10.8,2.8,86.1
전라남도 영암군 도포면 구학리,오리-육용오리,20151114,20151114,260,24300,장흥,20151114,14.9,0.5,1.0,90.1
전라남도 영암군 도포면 덕화리,닭-산란계,20140211,20140206,260,27000,장흥,20140206,1.9,1.5,1.7,68.9
전라남도 영암군 도포면 영호리,오리-육용오리,20151026,20151026,260,15864,장흥,20151026,13.9,0.0,1.8,76.5
전라남도 영암군 도포면 영호리,오리-육용오리,20151115,20151115,260,24000,장흥,20151115,12.7,0.0,1.4,82.1
전라남도 영암군 도포면 원항리,오리-육용오리,20110109,20110109,260,11200,장흥,20110109,-0.8,0.0,5.0,61.5
전라남도 영암군 삼호읍 용당리,야생오리-청둥오리,20140213,20140129,260,0,장흥,20140129,3.9,4.0,1.4,74.6
전라남도 영암군 삼호읍 용당리,야생조류-기타,20140217,20140129,260,0,장흥,20140129,3.9,4.0,1.4,74.6
전라남도 영암군 시종면 금지리,오리-육용오리,20140224,20140220,260,300,장흥,20140220,1.9,0.0,2.2,67.4
전라남도 영암군 시종면 금지리,오리-육용오리,20140224,20140222,260,12000,장흥,20140222,3.1,0.0,1.6,53.9
전라남도 영암군 시종면 금지리,오리-육용오리,20151023,20151023,260,15000,장흥,20151023,15.9,0.0,0.6,85.1
전라남도 영암군 시종면 봉소리,오리-육용오리,20110105,20110105,260,14500,장흥,20110105,1.7,0.0,4.8,60.8
전라남도 영암군 시종면 봉소리,오리-육용오리,20140322,20140305,260,16500,장흥,20140305,4.1,0.0,5.0,44.4
전라남도 영암군 시종면 봉소리,오리-육용오리,20141007,20140930,260,25900,장흥,20140930,20.8,1.5,1.2,88.6
전라남도 영암군 시종면 봉소리,오리-육용오리,20141013,20141007,260,16200,장흥,20141007,15.4,0.0,0.8,80.3
전라남도 영암군 시종면 봉소리,오리-육용오리,20171230,20171228,260,35000,장흥,20171228,0.1,0.0,1.5,58.4
전라남도 영암군 시종면 신연리,오리-육용오리,20110107,20110107,260,62900,장흥,20110107,-2.1,0.0,4.3,53.6
전라남도 영암군 시종면 신학리,오리-육용오리,20141017,20141012,260,29700,장흥,20141012,18.6,1.5,2.0,72.3
전라남도 영암군 시종면 신학리,오리-육용오리,20171221,20171219,260,21000,장흥,20171219,1.5,0.0,2.7,62.5
전라남도 영암군 시종면 신학리,오리-육용오리,20201205,20201204,260,9800,장흥,20201204,3.2,0.0,2.3,59.1
전라남도 영암군 시종면 신학리,오리-종오리,20140307,20140302,260,5400,장흥,20140302,6.0,0.0,3.4,56.5
전라남도 영암군 시종면 신학리,오리-종오리,20141007,20141002,260,7500,장흥,20141002,19.5,0.0,0.9,82.5
전라남도 영암군 시종면 신흥리,오리-육용오리,20141202,20141128,260,1,장흥,20141128,13.2,2.0,2.2,87.5
전라남도 영암군 시종면 신흥리,오리-종오리,20210206,20210204,260,8000,장흥,20210204,1.7,1.5,2.1,57.3
전라남도 영암군 시종면 옥야리,오리-육용오리,20141013,20141006,260,18000,장흥,20141006,15.8,0.0,1.9,74.3
전라남도 영암군 시종면 옥야리,오리-종오리,20140324,20140320,260,12500,장흥,20140320,7.5,0.0,4.6,57.4
전라남도 영암군 시종면 와우리,오리-육용오리,20141017,20141012,260,15000,장흥,20141012,18.6,1.5,2.0,72.3
전라남도 영암군 시종면 월롱리,오리-육용오리,20141010,20141007,260,1,장흥,20141007,15.4,0.0,0.8,80.3
전라남도 영암군 시종면 월롱리,오리-육용오리,20141013,20141005,260,18300,장흥,20141005,17.0,0.0,1.7,69.5
전라남도 영암군 시종면 월롱리,오리-육용오리,20161227,20161223,260,17000,장흥,20161223,3.8,0.1,4.6,71.5
전라남도 영암군 신북면 월지리,닭-산란계,20080412,20080412,260,35600,장흥,20080412,12.0,0.0,2.7,79.5
전라남도 영암군 신북면 월지리,오리-육용오리,20110109,20110109,260,21000,장흥,20110109,-0.8,0.0,5.0,61.5
전라남도 영암군 신북면 월지리,오리-육용오리,20140224,20140220,260,43000,장흥,20140220,1.9,0.0,2.2,67.4
전라남도 영암군 신북면 월지리,오리-육용오리,20140929,20140925,260,71600,장흥,20140925,21.0,0.0,1.4,88.3
전라남도 영암군 신북면 월지리,오리-육용오리,20150601,20150528,260,19400,장흥,20150528,20.5,0.0,1.9,64.5
전라남도 영암군 신북면 월지리,오리-육용오리,20150601,20150529,260,8000,장흥,20150529,21.8,0.0,1.3,66.3
전라남도 영암군 신북면 월지리,오리-육용오리,20151018,20151019,260,27200,장흥,20151019,16.1,0.0,0.9,79.4
전라남도 영암군 신북면 월지리,오리-육용오리,20151027,20151027,260,15000,장흥,20151027,14.3,11.3,2.9,74.9
전라남도 영암군 신북면 월지리,오리-육용오리,20151027,20151028,260,26700,장흥,20151028,10.6,0.0,1.1,75.8
전라남도 영암군 신북면 월평리,오리-육용오리,20170103,20161231,260,13000,장흥,20161231,1.0,0.0,0.7,82.3
전라남도 영암군 신북면 유곡리,오리-산란오리,20171211,20171210,260,11830,장흥,20171210,5.4,3.5,2.2,74.9
전라남도 영암군 신북면 행정리,오리-육용오리,20150608,20150605,260,33300,장흥,20150605,17.0,3.0,1.3,82.6
전라남도 영암군 영암읍 송평리,오리-종오리,20140213,20140211,260,4200,장흥,20140211,3.5,0.0,2.5,49.1
전라남도 장성군 남면 마령리,닭-산란계,20161203,20161201,156,2000,광주,20161201,7.1,0.7,1.6,71.1
전라남도 장성군 삼계면 상도리,오리-종오리,20201211,20201210,156,8000,광주,20201210,6.5,0.0,0.8,55.6
전라남도 장흥군 부산면 기동리,오리-육용오리,20170317,20170315,159,8500,부산,20170315,7.6,0.0,3.3,52.8
전라남도 장흥군 부산면 기동리,오리-육용오리,20170318,20170315,159,22200,부산,20170315,7.6,0.0,3.3,52.8
전라남도 장흥군 부산면 호계리,오리-육용오리,20140328,20140320,159,19500,부산,20140320,7.8,4.0,3.0,68.8
전라남도 장흥군 용산면 풍길리,오리-육용오리,20170324,20170322,260,22500,장흥,20170322,7.1,0.0,1.3,61.9
전라남도 장흥군 용산면 풍길리,오리-육용오리,20170325,20170322,260,10500,장흥,20170322,7.1,0.0,1.3,61.9
전라남도 장흥군 용산면 풍길리,오리-육용오리,20170402,20170329,260,22400,장흥,20170329,9.1,3.3,1.0,89.9
전라남도 장흥군 장평면 기동리,오리-육용오리,20110111,20110111,260,20000,장흥,20110111,-2.0,0.0,2.7,59.4
전라남도 장흥군 장평면 기동리,오리-육용오리,20210322,20210321,260,20000,장흥,20210321,6.9,0.0,5.0,62.5
전라남도 장흥군 장평면 기동리,오리-육용오리,20210323,20210322,260,11800,장흥,20210322,7.1,0.0,3.1,52.0
전라남도 장흥군 장평면 양촌리,오리-육용오리,20210407,20210406,260,25000,장흥,20210406,11.1,0.0,1.3,64.5
전라남도 장흥군 장평면 청용리,오리-육용오리,20141026,20141026,260,13375,장흥,20141026,15.8,0.0,1.5,84.3
전라남도 장흥군 장평면 청용리,오리-육용오리,20141029,20141024,260,12000,장흥,20141024,13.8,0.0,0.7,87.3
전라남도 장흥군 회진면 회진리,오리-육용오리,20180111,20180110,260,14500,장흥,20180110,-1.9,5.6,2.7,87.0
전라남도 진도군 의신면 창포리,오리-종오리,20161224,20161222,268,14043,진도군,20161222,9.0,5.0,4.3,79.3
전라남도 함평군 나산면 삼축리,오리-육용오리,20210125,20210124,164,12000,,,,,,
전라남도 함평군 신광면 가덕리,오리-육용오리,20140224,20140220,164,7000,,,,,,
전라남도 함평군 월야면 외치리,관상조류-기러기,20140806,20140731,164,7500,,,,,,
전라남도 함평군 월야면 외치리,오리-육용오리,20140727,20140725,164,1,,,,,,
전라남도 함평군 월야면 외치리,오리-육용오리,20140731,20140728,164,30000,,,,,,
전라남도 함평군 월야면 외치리,오리-종오리,20140315,20140315,164,5000,,,,,,
전라남도 함평군 월야면 외치리,오리-종오리,20140321,20140314,164,36000,,,,,,
전라남도 해남군 마산면 송석리,오리-육용오리,20140219,20140214,261,13500,해남,20140214,3.8,0.0,2.4,53.0
전라남도 해남군 마산면 송석리,오리-육용오리,20170223,20170221,261,23000,해남,20170221,2.4,0.0,2.3,49.1
전라남도 해남군 마산면 송석리,오리-육용오리,20170225,20170221,261,15700,해남,20170221,2.4,0.0,2.3,49.1
전라남도 해남군 산이면 금송리,닭-산란계,20161117,20161116,261,40000,해남,20161116,6.2,0.0,1.0,70.5
전라남도 해남군 송지면 마봉리,오리-종오리,20140126,20140124,261,12500,해남,20140124,7.0,0.0,1.8,73.4
전라남도 해남군 화산면 관동리,오리-육용오리,20170101,20161230,261,13700,해남,20161230,0.3,0.0,2.2,56.3
전라남도 화순군 북면 송단리,닭-토종닭,20141029,20141027,156,40,광주,20141027,13.4,0.0,2.2,50.8
전라남도 화순군 청풍면 대비리,오리-육용오리,20110109,20110109,156,9000,광주,20110109,-1.7,0.1,3.1,60.4
전라북도 고창군 고수면 봉산리,오리-육용오리,20210101,20201230,251,10000,고창군,20201230,-6.4,0.0,3.2,82.5
전라북도 고창군 고수면 인성리,오리-육용오리,20140415,20140411,251,11900,고창군,20140411,14.2,0.0,1.4,64.9
전라북도 고창군 고수면 장두리,닭-산란계,20140422,20140418,251,30000,고창군,20140418,13.5,1.5,1.6,84.8
전라북도 고창군 고수면 장두리,오리-육용오리,20140416,20140414,251,8000,고창군,20140414,13.4,0.0,1.3,69.8
전라북도 고창군 무장면 목우리,오리-육용오리,20170309,20170305,251,15800,고창군,20170305,6.0,0.0,1.2,62.9
전라북도 고창군 부안면 운양리,오리-육용오리,20140125,20140123,243,12000,부안,20140123,-0.7,0.0,0.7,67.9
전라북도 고창군 성내면 신성리,야생오리-가창오리,20140120,20140117,251,0,고창군,20140117,1.0,0.0,0.7,72.3
전라북도 고창군 성내면 신성리,야생오리-가창오리,20140122,20140119,251,0,고창군,20140119,-0.2,0.0,1.1,54.0
전라북도 고창군 성내면 신성리,야생오리-가창오리,20140124,20140120,251,0,고창군,20140120,3.4,3.0,2.9,67.0
전라북도 고창군 성내면 신성리,야생오리-가창오리,20140124,20140121,251,0,고창군,20140121,-2.0,6.0,2.6,75.8
전라북도 고창군 성내면 신성리,야생오리-가창오리,20140125,20140122,251,0,고창군,20140122,-2.0,0.0,1.3,71.3
전라북도 고창군 성내면 신성리,야생조류-물닭,20140127,20140122,251,0,고창군,20140122,-2.0,0.0,1.3,71.3
전라북도 고창군 성내면 신성리,야생조류-큰기러기,20140122,20140119,251,0,고창군,20140119,-0.2,0.0,1.1,54.0
전라북도 고창군 성내면 신성리,야생조류-큰기러기,20140123,20140120,251,0,고창군,20140120,3.4,3.0,2.9,67.0
전라북도 고창군 성내면 신성리,야생조류-큰기러기,20140125,20140121,251,0,고창군,20140121,-2.0,6.0,2.6,75.8
전라북도 고창군 성송면 학천리,오리-육용오리,20170313,20170308,251,8000,고창군,20170308,2.8,0.0,2.2,66.0
전라북도 고창군 신림면 무림리,오리-육용오리,20161213,20161208,251,12000,고창군,20161208,6.1,0.0,1.4,74.6
전라북도 고창군 신림면 무림리,오리-종오리,20140116,20140116,251,20000,고창군,20140116,-0.7,0.0,1.1,67.3
전라북도 고창군 신림면 벽송리,오리-육용오리,20140122,20140120,251,10000,고창군,20140120,3.4,3.0,2.9,67.0
전라북도 고창군 아산면 반암리,메추리,20110124,20110124,251,100000,고창군,20110124,-3.6,6.9,2.5,82.0
전라북도 고창군 아산면 성산리,닭-산란계,20170306,20170302,188,81000,성산,20170302,5.1,0.0,7.5,57.8
전라북도 고창군 아산면 성산리,오리-육용오리,20170228,20170224,188,10000,성산,20170224,3.8,0.0,3.9,54.6
전라북도 고창군 아산면 성산리,오리-육용오리,20170304,20170225,188,13000,성산,20170225,6.0,0.0,3.0,59.5
전라북도 고창군 아산면 성산리,오리-육용오리,20210128,20210127,188,36000,성산,20210127,6.7,0.0,3.0,53.0
전라북도 고창군 아산면 학전리,오리-육용오리,20170302,20170225,251,30000,고창군,20170225,3.1,0.0,1.0,64.4
전라북도 고창군 아산면 학전리,오리-육용오리,20210130,20210128,251,17800,고창군,20210128,-0.5,0.3,3.2,67.8
전라북도 고창군 해리면 사반리,오리-육용오리,20140121,20140121,251,11200,고창군,20140121,-2.0,6.0,2.6,75.8
전라북도 고창군 해리면 왕촌리,오리-종오리,20140127,20140124,251,5,고창군,20140124,9.5,0.0,2.8,65.8
전라북도 고창군 흥덕면 사천리,오리-육용오리,20140125,20140123,251,20000,고창군,20140123,-0.3,0.0,0.6,67.4
전라북도 고창군 흥덕면 사천리,오리-육용오리,20201217,20201216,251,25680,고창군,20201216,-4.2,0.3,2.0,77.5
전라북도 고창군 흥덕면 용반리,오리-육용오리,20140122,20140120,251,16000,고창군,20140120,3.4,3.0,2.9,67.0
전라북도 고창군 흥덕면 치룡리,오리-육용오리,20171119,20171117,251,12300,고창군,20171117,6.9,0.3,0.9,59.5
전라북도 군산시 나포면 나포리,야생오리-가창오리,20140124,20140121,140,0,군산,20140121,-2.9,2.0,3.0,81.8
전라북도 군산시 서수면 마룡리,오리-육용오리,20150306,20150224,140,7000,군산,20150224,2.4,0.0,1.8,79.8
전라북도 군산시 서수면 축동리,닭-토종닭,20170606,20170603,140,15300,군산,20170603,17.7,0.3,3.1,65.3
전라북도 군산시 옥구읍 옥정리,닭-토종닭,20170611,20170607,140,6,군산,20170607,18.6,3.5,4.6,85.6
전라북도 군산시 옥산면 남내리,닭-토종닭,20170613,20170609,140,15,군산,20170609,22.7,0.0,3.6,67.3
전라북도 군산시 옥산면 쌍봉리,닭-토종닭,20170613,20170607,140,5,군산,20170607,18.6,3.5,4.6,85.6
전라북도 군산시 옥산면 옥산리,닭-토종닭,20170613,20170607,140,4,군산,20170607,18.6,3.5,4.6,85.6
전라북도 군산시 회현면 월연리,닭-토종닭,20170613,20170608,140,31,군산,20170608,20.2,0.0,2.9,73.8
전라북도 김제시 공덕면 공덕리,닭-산란계,20170209,20170206,243,110000,부안,20170206,0.9,0.0,3.1,60.3
전라북도 김제시 공덕면 동계리,오리-육용오리,20140224,20140220,243,12000,부안,20140220,0.7,0.0,1.3,66.9
전라북도 김제시 공덕면 마현리,메추리,20061211,20061211,243,290000,부안,20061211,2.9,0.0,0.8,66.0
전라북도 김제시 공덕면 회룡리,오리-육용오리,20161216,20161213,243,25000,부안,20161213,5.0,0.0,1.6,73.3
전라북도 김제시 공덕면 회룡리,오리-육용오리,20210116,20210115,243,23000,부안,20210115,6.6,0.0,1.7,84.8
전라북도 김제시 금구면 낙성리,오리-육용오리,20141119,20141114,243,10500,부안,20141114,5.7,2.5,1.3,77.6
전라북도 김제시 금구면 용지리,오리-육용오리,20141124,20141119,243,12000,부안,20141119,5.0,0.0,0.9,67.9
전라북도 김제시 금구면 용지리,오리-육용오리,20161124,20161121,243,16700,부안,20161121,10.5,0.1,1.1,77.1
전라북도 김제시 금구면 용지리,오리-종오리,20141117,20141107,243,12000,부안,20141107,9.8,0.0,1.1,71.5
전라북도 김제시 금구면 하신리,닭-기타,20080423,20080423,243,35000,부안,20080423,10.9,2.5,3.2,76.5
전라북도 김제시 금산면 청도리,닭-기타,20080417,20080417,238,920,금산,20080417,15.1,0.1,1.4,68.3
전라북도 김제시 만경읍 대동리,오리-육용오리,20210117,20210116,243,3100,부안,20210116,-0.5,0.0,2.3,69.4
전라북도 김제시 백구면 마산리,닭-기타,20080418,20080418,243,15750,부안,20080418,14.8,0.0,1.8,66.3
전라북도 김제시 용지면 구암리,닭-산란계,20080418,20080418,243,20000,부안,20080418,14.8,0.0,1.8,66.3
전라북도 김제시 용지면 반교리,오리-종오리,20140219,20140216,243,7380,부안,20140216,2.7,0.0,1.2,68.3
전라북도 김제시 용지면 신정리,닭-산란계,20150401,20150331,243,65000,부안,20150331,12.6,2.5,0.9,88.1
전라북도 김제시 용지면 신정리,닭-산란계,20150408,20150406,243,15000,부안,20150406,9.7,1.5,2.1,79.4
전라북도 김제시 용지면 신정리,닭-산란계,20150414,20150412,243,9000,부안,20150412,12.2,0.4,1.4,55.0
전라북도 김제시 용지면 신정리,닭-산란계,20161226,20161222,243,20000,부안,20161222,8.0,8.0,3.6,78.8
전라북도 김제시 용지면 용수리,닭-비분류,20161227,20161223,243,20000,부안,20161223,2.2,2.5,3.6,76.0
전라북도 김제시 용지면 용수리,닭-산란계,20080412,20080412,243,36500,부안,20080412,12.3,0.0,1.4,68.8
전라북도 김제시 용지면 용수리,닭-산란계,20150401,20150326,243,10000,부안,20150326,5.9,0.0,1.3,49.4
전라북도 김제시 용지면 용수리,닭-산란계,20150401,20150328,243,18000,부안,20150328,8.0,0.0,1.2,46.0
전라북도 김제시 용지면 용수리,닭-산란계,20150401,20150331,243,11000,부안,20150331,12.6,2.5,0.9,88.1
전라북도 김제시 용지면 용수리,닭-산란계,20150408,20150401,243,14000,부안,20150401,13.6,1.0,1.4,87.8
전라북도 김제시 용지면 용수리,닭-산란계,20150408,20150403,243,9500,부안,20150403,9.3,6.0,2.4,86.0
전라북도 김제시 용지면 용수리,닭-산란계,20150408,20150405,243,14000,부안,20150405,11.5,3.0,1.5,90.3
전라북도 김제시 용지면 용수리,닭-산란계,20161224,20161220,243,150000,부안,20161220,7.6,0.0,1.3,80.5
전라북도 김제시 용지면 용암리,닭-산란계,20080403,20080403,243,150570,부안,20080403,8.9,0.0,1.8,66.3
전라북도 김제시 용지면 용암리,닭-산란계,20080412,20080412,243,100000,부안,20080412,12.3,0.0,1.4,68.8
전라북도 김제시 용지면 장신리,닭-산란계,20150414,20150410,243,15000,부안,20150410,9.2,0.0,2.0,61.9
전라북도 김제시 용지면 장신리,닭-산란계,20150420,20150411,243,14000,부안,20150411,11.0,0.0,1.5,57.9
전라북도 김제시 청하면 장산리,오리-육용오리,20140307,20140304,243,10000,부안,20140304,4.7,0.0,1.2,57.6
전라북도 남원시 사매면 관풍리,오리-육용오리,20201224,20201222,254,40000,순창군,20201222,-1.0,0.0,0.6,83.8
전라북도 남원시 주생면 중동리,오리-육용오리,20201225,20201223,254,13500,순창군,20201223,0.2,0.0,0.8,86.3
전라북도 부안군 계화면 양산리,오리-기타,20140128,20140125,243,18100,부안,20140125,7.7,0.1,2.2,78.1
전라북도 부안군 계화면 양산리,오리-육용오리,20140130,20140127,243,35000,부안,20140127,0.7,0.0,1.0,65.8
전라북도 부안군 계화면 양산리,오리-육용오리,20170111,20170106,243,26200,부안,20170106,6.5,0.1,1.2,72.8
전라북도 부안군 동진면 동전리,오리-육용오리,20140131,20140129,243,14000,부안,20140129,1.9,0.0,1.1,63.0
전라북도 부안군 동진면 동전리,오리-육용오리,20150202,20150126,243,17500,부안,20150126,5.6,0.5,2.0,87.6
전라북도 부안군 동진면 동전리,오리-육용오리,20150209,20150204,243,11000,부안,20150204,0.6,0.0,0.6,79.5
전라북도 부안군 주산면 사산리,오리-육용오리,20210210,20210209,243,14000,부안,20210209,-0.5,0.0,0.9,63.8
전라북도 부안군 줄포면 난산리,오리-육용오리,20140127,20140124,243,8000,부안,20140124,6.5,0.0,1.9,67.1
전라북도 부안군 줄포면 대동리,오리-종오리,20161213,20161208,243,10000,부안,20161208,5.3,9.0,1.2,75.6
전라북도 부안군 줄포면 신리,오리-육용오리,20140117,20140117,243,6000,부안,20140117,0.8,0.0,0.9,75.3
전라북도 부안군 줄포면 신리,오리-육용오리,20140118,20140118,243,9200,부안,20140118,-0.4,0.0,1.9,68.9
전라북도 부안군 줄포면 신리,오리-육용오리,20140121,20140119,243,23500,부안,20140119,-1.7,0.0,1.2,60.4
전라북도 부안군 줄포면 신리,오리-육용오리,20140122,20140120,243,15000,부안,20140120,2.3,1.5,3.3,72.1
전라북도 부안군 줄포면 신리,오리-육용오리,20210101,20201230,243,50100,부안,20201230,-6.0,19.3,2.1,89.9
전라북도 부안군 줄포면 우포리,오리-육용오리,20140124,20140122,243,19400,부안,20140122,-2.2,0.0,0.9,72.1
전라북도 부안군 줄포면 장동리,오리-육용오리,20140125,20140123,243,28500,부안,20140123,-0.7,0.0,0.7,67.9
전라북도 부안군 줄포면 장동리,오리-육용오리,20161214,20161209,243,7000,부안,20161209,5.3,3.0,2.5,63.6
전라북도 부안군 줄포면 줄포리,오리-육용오리,20140122,20140120,243,19700,부안,20140120,2.3,1.5,3.3,72.1
전라북도 부안군 줄포면 파산리,오리-육용오리,20140124,20140123,243,7000,부안,20140123,-0.7,0.0,0.7,67.9
전라북도 부안군 줄포면 파산리,오리-육용오리,20140127,20140124,243,21500,부안,20140124,6.5,0.0,1.9,67.1
전라북도 부안군 줄포면 파산리,오리-종오리,20140127,20140124,243,2500,부안,20140124,6.5,0.0,1.9,67.1
전라북도 부안군 진서면 운호리,오리-종오리,20210105,20210104,243,6200,부안,20210104,-2.1,0.0,0.7,80.6
전라북도 순창군 구림면 화암리,닭-토종닭,20170613,20170609,254,7,순창군,20170609,20.4,0.0,2.5,65.5
전라북도 순창군 동계면 관전리,오리-육용오리,20140307,20140306,254,8000,순창군,20140306,1.3,0.0,2.6,37.8
전라북도 순창군 동계면 현포리,오리-육용오리,20080417,20080417,254,9000,,,,,,
전라북도 순창군 동계면 현포리,오리-육용오리,20140312,20140309,254,9500,순창군,20140309,1.2,1.0,2.6,59.4
전라북도 완주군 구이면 계곡리,닭-토종닭,20170611,20170606,146,12,전주,20170606,19.5,3.1,2.4,65.6
전라북도 완주군 삼례읍 신금리,닭-토종닭,20170613,20170608,146,15,전주,20170608,19.4,0.0,1.7,77.8
전라북도 익산시 금강동,닭-토종닭,20170613,20170607,140,26,군산,20170607,18.6,3.5,4.6,85.6
전라북도 익산시 망성면 무형리,닭-원종계,20101231,20101231,140,34000,군산,20101231,-5.0,0.5,1.1,79.8
전라북도 익산시 신흥동,오리-육용오리,20150306,20150226,140,9600,군산,20150226,2.9,0.0,5.5,66.3
전라북도 익산시 신흥동,오리-종오리,20201230,20201228,140,8894,군산,20201228,5.3,0.0,0.6,88.6
전라북도 익산시 여산면 두여리,닭-원종계,20080423,20080423,140,51000,군산,20080423,10.6,3.5,5.7,84.3
전라북도 익산시 오산면 장신리,닭-토종닭,20170608,20170605,140,15,군산,20170605,20.9,0.0,1.8,54.4
전라북도 익산시 오산면 장신리,닭-토종닭,20170613,20170607,140,13,군산,20170607,18.6,3.5,4.6,85.6
전라북도 익산시 오산면 장신리,오리-육용오리,20170611,20170607,140,100,군산,20170607,18.6,3.5,4.6,85.6
전라북도 익산시 용동면 대조리,닭-종계,20170302,20170227,140,65000,군산,20170227,3.4,0.0,1.6,69.6
전라북도 익산시 용동면 대조리,닭-종계,20170309,20170306,140,44000,군산,20170306,2.2,0.0,5.1,55.9
전라북도 익산시 용동면 화배리,닭-백세미,20170309,20170306,140,55000,군산,20170306,2.2,0.0,5.1,55.9
전라북도 익산시 용동면 흥왕리,닭-기타,20080423,20080423,140,10000,군산,20080423,10.6,3.5,5.7,84.3
전라북도 익산시 용안면 칠목리,닭-토종닭,20170405,20170402,140,38000,군산,20170402,7.3,0.0,2.5,81.4
전라북도 익산시 웅포면 고창리,야생조류-고니,20140217,20140206,172,0,고창,20140206,0.4,0.0,2.3,50.5
전라북도 익산시 월성동,닭-토종닭,20170611,20170607,140,10,군산,20170607,18.6,3.5,4.6,85.6
전라북도 익산시 함열읍 다송리,닭-종계,20140306,20140305,140,1,군산,20140305,2.6,0.0,5.4,53.6
전라북도 익산시 함열읍 석매리,닭-산란계,20170321,20170317,140,150000,군산,20170317,5.3,0.0,1.8,67.0
전라북도 익산시 함열읍 석매리,닭-원종계,20061125,20061125,140,26000,군산,20061125,9.7,0.0,2.0,58.8
전라북도 익산시 함열읍 석매리,닭-육계,20170325,20170322,140,36000,군산,20170322,5.7,0.0,1.7,77.8
전라북도 익산시 함열읍 석매리,닭-종계,20170325,20170322,140,32000,군산,20170322,5.7,0.0,1.7,77.8
전라북도 익산시 함열읍 석매리,닭-종계,20170327,20170323,140,19000,군산,20170323,7.3,0.0,1.9,75.5
전라북도 익산시 황등면 죽촌리,닭-원종계,20061128,20061128,140,12240,군산,20061128,8.2,0.5,3.6,75.6
전라북도 익산시 황등면 죽촌리,닭-종계,20170330,20170326,140,19000,군산,20170326,6.2,0.0,2.3,72.8
전라북도 임실군 관촌면 병암리,닭-토종닭,20170613,20170609,244,40,임실,20170609,19.4,0.0,1.0,66.4
전라북도 임실군 삼계면 죽계리,닭-토종닭,20170613,20170608,244,30,임실,20170608,18.5,0.0,1.3,68.0
전라북도 임실군 신덕면 신덕리,닭-토종닭,20170613,20170609,244,12,임실,20170609,19.4,0.0,1.0,66.4
전라북도 임실군 신덕면 오궁리,닭-토종닭,20170611,20170607,244,14,임실,20170607,16.8,1.5,2.1,88.6
전라북도 임실군 오수면 대정리,닭-종계,20201215,20201214,244,36000,임실,20201214,-4.6,0.0,2.0,54.4
전라북도 임실군 임실읍 정월리,닭-토종닭,20170613,20170609,244,15,임실,20170609,19.4,0.0,1.0,66.4
전라북도 임실군 청웅면 옥전리,오리-육용오리,20140129,20140127,244,27000,임실,20140127,-1.7,0.0,1.1,60.0
전라북도 전주시 덕진구 송천동2가,야생조류-백로,20140314,20140308,146,0,전주,20140308,2.2,0.0,1.4,46.0
전라북도 전주시 덕진구 용정동,닭-토종닭,20170611,20170607,146,46,전주,20170607,18.3,0.9,3.1,89.8
전라북도 정읍시 고부면 관청리,오리-육용오리,20080411,20080411,245,20000,정읍,20080411,13.2,0.0,1.4,66.6
전라북도 정읍시 고부면 관청리,오리-육용오리,20150326,20150320,245,10000,정읍,20150320,11.7,0.0,1.1,68.8
전라북도 정읍시 고부면 관청리,오리-육용오리,20161209,20161205,245,67800,정읍,20161205,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 관청리,오리-육용오리,20161213,20161206,245,10000,정읍,20161206,1.5,0.0,2.3,54.6
전라북도 정읍시 고부면 덕안리,닭-토종닭,20161221,20161215,245,8000,정읍,20161215,-1.0,0.5,2.5,67.4
전라북도 정읍시 고부면 백운리,오리-육용오리,20140124,20140122,245,10000,정읍,20140122,-2.4,0.0,1.0,69.3
전라북도 정읍시 고부면 신중리,닭-토종닭,20161226,20161221,245,24000,정읍,20161221,11.2,13.2,2.1,85.6
전라북도 정읍시 고부면 신흥리,오리-육용오리,20161213,20161205,245,14000,정읍,20161205,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 신흥리,오리-육용오리,20161213,20161206,245,16400,정읍,20161206,1.5,0.0,2.3,54.6
전라북도 정읍시 고부면 용흥리,오리-육용오리,20161208,20161204,245,14000,정읍,20161204,6.1,0.0,0.6,73.6
전라북도 정읍시 고부면 용흥리,오리-육용오리,20161209,20161205,245,13700,정읍,20161205,9.3,0.0,2.6,73.8
전라북도 정읍시 고부면 용흥리,오리-육용오리,20161213,20161208,245,10500,정읍,20161208,5.0,0.7,1.1,74.4
전라북도 정읍시 고부면 입석리,오리-육용오리,20161213,20161205,245,10000,정읍,20161205,9.3,0.0,2.6,73.8
전라북도 정읍시 삼산동,닭-산란계,20140217,20140213,245,16000,정읍,20140213,2.0,0.0,0.9,62.3
전라북도 정읍시 소성면 고교리,오리-육용오리,20150121,20150117,245,50000,정읍,20150117,-0.7,0.1,2.0,63.3
전라북도 정읍시 소성면 고교리,오리-육용오리,20150121,20150119,245,12500,정읍,20150119,2.4,0.0,1.7,70.8
전라북도 정읍시 소성면 고교리,오리-육용오리,20161216,20161213,245,27500,정읍,20161213,5.1,0.0,1.7,75.4
전라북도 정읍시 소성면 고교리,오리-육용오리,20161221,20161217,245,15000,정읍,20161217,3.9,0.0,1.1,68.5
