번호,주소,축종,"사육
두수",진단일,발생일
317,경기도 평택시 고덕면 동고리,닭-산란계,620000,2016-12-22,2016-12-16
318,경기도 포천시 영북면 야미리,닭-산란계,37000,2016-12-20,2016-12-13
319,경기도 평택시 청북면 삼계리,닭-종계,25113,2016-12-20,2016-12-15
320,경기도 안성시 서운면 신촌리,닭-산란계,230000,2016-12-28,2016-12-23
321,경기도 안성시 공도읍 진사리,닭-종계,59788,2016-12-28,2016-12-23
322,충청남도 천안시 서북구 입장면 가산리,닭-산란계,290500,2016-12-26,2016-12-22
323,충청남도 아산시 둔포면 봉재리,오리-육용오리,3800,2016-12-26,2016-12-21
324,충청남도 천안시 동남구 성남면 봉양리,닭-산란계,200000,2016-12-26,2016-12-21
325,충청남도 천안시 동남구 성남면 봉양리,닭-산란계,19000,2016-12-26,2016-12-21
326,전라남도 나주시 남평읍 우산리,오리-육용오리,16500,2016-12-19,2016-12-16
327,경기도 안성시 서운면 신촌리,닭-산란계,54000,2016-12-28,2016-12-22
328,경기도 평택시 오성면 길음리,닭-산란계,35000,2016-12-28,2016-12-22
329,세종특별자치시  소정면 고등리,닭-토종닭,49000,2016-12-28,2016-12-25
330,전라북도 김제시 용지면 용수리,닭-비분류,20000,2016-12-27,2016-12-23
331,경상남도 양산시 상북면 좌삼리,닭-산란계,53397,2016-12-26,2016-12-25
332,전라북도 김제시 용지면 신정리,닭-산란계,20000,2016-12-26,2016-12-22
333,전라남도 영암군 시종면 월롱리,오리-육용오리,17000,2016-12-27,2016-12-23
334,전라남도 나주시 반남면 흥덕리,오리-육용오리,12000,2016-12-27,2016-12-23
335,전라남도 나주시 반남면 흥덕리,오리-종오리,16000,2016-12-27,2016-12-23
336,경기도 안성시 보개면 적가리,닭-일괄,241000,2016-12-26,2016-12-20
337,경기도 평택시 오성면 안화리,닭-비분류,72962,2016-12-26,2016-12-20
338,경기도 안성시 보개면 남풍리,닭-산란계,170500,2016-12-24,2016-12-18
339,충청남도 천안시 서북구 성환읍 양령리,닭-산란계,23965,2016-12-23,2016-12-20
340,충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,10800,2016-12-23,2016-12-19
341,충청남도 천안시 서북구 성환읍 성환리,오리-육용오리,12300,2016-12-23,2016-12-19
342,충청남도 천안시 동남구 풍세면 보성리,닭-산란계,53300,2016-12-22,2016-12-18
343,충청남도 천안시 동남구 성남면 대흥리,닭-산란계,71900,2016-12-22,2016-12-19
344,경기도 포천시 영북면 야미리,닭-산란계,11000,2016-12-22,2016-12-16
345,경기도 포천시 영중면 성동리,닭-산란계,43000,2016-12-22,2016-12-16
346,경기도 포천시 관인면 사정리,닭-종계,38496,2016-12-22,2016-12-17
347,충청남도 천안시 동남구 병천면 도원리,닭-산란계,10400,2016-12-21,2016-12-18
348,전라북도 정읍시 영원면 앵성리,오리-육용오리,22400,2016-12-21,2016-12-16
349,전라북도 정읍시 고부면 덕안리,닭-토종닭,8000,2016-12-21,2016-12-15
350,전라북도 정읍시 정우면 대사리,오리-육용오리,15500,2016-12-21,2016-12-15
351,충청북도 진천군 문백면 사양리,오리-종오리,2577,2016-12-21,2016-12-18
352,경기도 평택시 고덕면 문곡리,오리-기타,11500,2016-12-20,2016-12-16
353,경기도 화성시 우정읍 매향리,닭-산란계,46000,2016-12-20,2016-12-16
354,경기도 이천시 장호원읍 와현리,닭-종계,25506,2016-12-20,2016-12-16
355,경기도 안성시 공도읍 신두리,닭-산란계,33000,2016-12-20,2016-12-16
356,경기도 안성시 일죽면 산북리,닭-일괄,290000,2016-12-20,2016-12-14
357,전라남도 진도군 의신면 창포리,오리-종오리,14043,2016-12-24,2016-12-22
358,충청북도 음성군 생극면 임곡리,닭-산란계,420000,2016-12-24,2016-12-22
359,전라남도 나주시 반남면 흥덕리,오리-종오리,5050,2016-12-24,2016-12-22
360,세종특별자치시  연서면 봉암리,닭-산란계,102000,2016-12-22,2016-12-20
361,충청북도 음성군 감곡면 문촌리,오리-종오리,7599,2016-12-20,2016-12-18
362,전라남도 나주시 동강면 장동리,오리-종오리,11300,2016-12-15,2016-12-10
363,충청북도 진천군 진천읍 문봉리,오리-육용오리,5000,2016-12-21,2016-12-19
364,세종특별자치시  전동면 노장리,닭-산란계,79700,2016-12-20,2016-12-18
365,전라남도 구례군 용방면 신도리,오리-육용오리,7200,2016-12-19,2016-12-17
366,경기도 포천시 영북면 야미리,닭-산란계,25926,2016-12-20,2016-12-10
367,충청남도 천안시 서북구 성환읍 도하리,닭-산란계,100000,2016-12-19,2016-12-16
368,충청남도 아산시 신창면 가내리,닭-산란계,50000,2016-12-19,2016-12-16
369,충청남도 천안시 동남구 성남면 신덕리,닭-토종닭,45000,2016-12-18,2016-12-15
370,충청남도 천안시 동남구 광덕면 매당리,오리-육용오리,10500,2016-12-18,2016-12-15
371,충청남도 천안시 동남구 동면 행암리,닭-산란계,118000,2016-12-18,2016-12-15
372,경기도 안성시 보개면 복평리,오리-육용오리,6000,2016-12-18,2016-12-09
373,경기도 안성시 일죽면 능국리,닭-산란계,400000,2016-12-18,2016-12-11
374,경기도 평택시 청북읍 한산리,닭-종계,20000,2016-12-18,2016-12-11
375,경기도 안성시 일죽면 화곡리,오리-육용오리,5500,2016-12-18,2016-12-08
376,경기도 이천시 설성면 신필리,닭-토종닭,27300,2016-12-18,2016-12-14
377,경기도 여주시 가남읍 하귀리,닭-산란계,409447,2016-12-18,2016-12-13
378,경기도 안성시 삼죽면 덕산리,닭-산란계,43200,2016-12-18,2016-12-13
379,경기도 여주시 가남읍 금당리,닭-산란계,416271,2016-12-18,2016-12-13
380,경기도 용인시 처인구 백암면 석천리,닭-산란계,203000,2016-12-18,2016-12-13
381,경기도 용인시 처인구 백암면 옥산리,닭-산란계,240000,2016-12-18,2016-12-13
382,경기도 용인시 처인구 백암면 석천리,닭-산란계,110000,2016-12-18,2016-12-13
383,경기도 김포시 대곶면 초원지리,닭-토종닭,50,2016-12-18,2016-12-12
384,경기도 포천시 창수면 주원리,닭-산란계,331778,2016-12-18,2016-12-12
385,충청남도 천안시 동남구 풍세면 가송리,닭-토종닭,42900,2016-12-17,2016-12-14
386,충청남도 천안시 동남구 풍세면 가송리,닭-산란계,90000,2016-12-17,2016-12-13
387,전라북도 김제시 공덕면 회룡리,오리-육용오리,25000,2016-12-16,2016-12-13
388,전라북도 정읍시 소성면 고교리,오리-종오리,25920,2016-12-16,2016-12-13
389,전라북도 정읍시 소성면 고교리,오리-육용오리,27500,2016-12-16,2016-12-13
390,세종특별자치시  소정면 대곡리,닭-산란계,210000,2016-12-17,2016-12-14
391,세종특별자치시  소정면 대곡리,닭-산란계,104400,2016-12-17,2016-12-14
392,세종특별자치시  전의면 유천리,닭-산란계,94000,2016-12-16,2016-12-14
393,세종특별자치시  소정면 고등리,닭-산란계,318000,2016-12-17,2016-12-15
394,세종특별자치시  소정면 대곡리,닭-산란계,110000,2016-12-15,2016-12-13
395,세종특별자치시  소정면 대곡리,닭-산란계,25000,2016-12-14,2016-12-12
396,충청북도 청주시 흥덕구 오송읍 동평리,닭-토종닭,125,2016-12-14,2016-12-12
397,세종특별자치시  연동면 문주리,닭-산란계,400000,2016-12-14,2016-12-12
398,충청북도 음성군 생극면 임곡리,닭-산란계,6500,2016-12-14,2016-12-12
399,세종특별자치시  소정면 고등리,닭-산란계,37000,2016-12-14,2016-12-12
400,충청북도 진천군 이월면 중산리,닭-산란계,125,2016-12-14,2016-12-12
401,충청북도 음성군 삼성면 천평리,오리-육용오리,10000,2016-12-14,2016-12-12
402,충청북도 음성군 삼성면 대정리,닭-산란계,13000,2016-12-15,2016-12-13
403,충청북도 음성군 삼성면 능산리,닭-종계,130000,2016-12-16,2016-12-14
404,충청북도 음성군 금왕읍 본대리,오리-육용오리,16000,2016-12-17,2016-12-15
405,충청북도 음성군 금왕읍 본대리,오리-육용오리,12000,2016-12-16,2016-12-14
406,부산광역시 기장군 일광면 삼성리,닭-토종닭,24,2016-12-16,2016-12-15
407,세종특별자치시  전의면 유천리,닭-산란계,150000,2016-12-14,2016-12-12
408,전라남도 나주시 남평읍 상곡리,오리-종오리,4928,2016-12-12,2016-12-10
409,전라남도 나주시 남평읍 상곡리,오리-종오리,13415,2016-12-12,2016-12-10
410,충청북도 음성군 원남면 하노리,닭-산란계,91000,2016-12-12,2016-12-09
411,충청남도 아산시 염치읍 쌍죽리,닭-산란계,24600,2016-12-16,2016-12-13
412,충청남도 천안시 서북구 성환읍 신가리,닭-산란계,559359,2016-12-16,2016-12-13
413,충청남도 천안시 동남구 풍세면 가송리,닭-산란계,70000,2016-12-16,2016-12-12
414,충청남도 천안시 동남구 목천읍 소사리,닭-산란계,28000,2016-12-16,2016-12-12
415,충청남도 천안시 서북구 성환읍 도하리,닭-산란계,105046,2016-12-16,2016-12-12
416,경기도 안성시 보개면 동평리,오리-육용오리,10500,2016-12-16,2016-12-11
417,경기도 평택시 서탄면 회화리,닭-산란계,121000,2016-12-16,2016-12-11
418,경기도 이천시 대월면 대대리,오리-육용오리,5500,2016-12-16,2016-12-11
419,경기도 이천시 대월면 대흥리,닭-산란계,54000,2016-12-16,2016-12-11
420,경기도 포천시 영북면 문암리,닭-산란계,30000,2016-12-16,2016-12-10
421,경기도 포천시 영북면 야미리,닭-산란계,50000,2016-12-16,2016-12-10
422,경기도 평택시 팽성읍 대사리,오리-종오리,12800,2016-12-16,2016-12-10
423,경기도 이천시 장호원읍 선읍리,닭-산란계,18000,2016-12-16,2016-12-10
424,충청남도 천안시 동남구 병천면 탑원리,오리-육용오리,12100,2016-12-15,2016-12-12
425,충청남도 천안시 동남구 병천면 관성리,닭-산란계,38600,2016-12-15,2016-12-11
426,충청남도 아산시 배방읍 세교리,닭-종계,836,2016-12-14,2016-12-10
427,전라북도 부안군 줄포면 장동리,오리-육용오리,7000,2016-12-14,2016-12-09
428,경기도 이천시 율면 본죽리,닭-산란계,75500,2016-12-14,2016-12-08
429,경기도 여주시 능서면 광대리,오리-종오리,29386,2016-12-14,2016-12-09
430,경기도 용인시 처인구 백암면 박곡리,닭-산란계,196000,2016-12-14,2016-12-09
431,경기도 이천시 장호원읍 진암리,닭-산란계,25000,2016-12-14,2016-12-09
432,경기도 안성시 일죽면 능국리,닭-산란계,50000,2016-12-14,2016-12-07
433,경기도 화성시 양감면 사창리,닭-산란계,14000,2016-12-14,2016-12-07
434,전라북도 정읍시 고부면 신흥리,오리-육용오리,16400,2016-12-13,2016-12-06
435,전라북도 부안군 줄포면 대동리,오리-종오리,10000,2016-12-13,2016-12-08
436,전라북도 고창군 신림면 무림리,오리-육용오리,12000,2016-12-13,2016-12-08
437,전라북도 정읍시 고부면 입석리,오리-육용오리,10000,2016-12-13,2016-12-05
438,전라북도 정읍시 고부면 신흥리,오리-육용오리,14000,2016-12-13,2016-12-05
439,강원도 철원군 갈말읍 강포리,닭-산란계,16000,2016-12-12,2016-12-09
440,충청남도 천안시 동남구 동면 화계리,오리-종오리,12141,2016-12-12,2016-12-08
441,충청남도 아산시 신창면 오목리,닭-산란계,60000,2016-12-12,2016-12-08
442,충청남도 아산시 신창면 오목리,닭-산란계,240000,2016-12-12,2016-12-08
443,경기도 포천시 영북면 자일리,닭-산란계,68014,2016-12-10,2016-12-06
444,경기도 안성시 일죽면 산북리,오리-육용오리,5500,2016-12-10,2016-12-07
445,경기도 여주시 가남읍 은봉리,닭-산란계,120000,2016-12-10,2016-12-06
446,경기도 이천시 설성면 암산리,닭-토종닭,23000,2016-12-10,2016-12-05
447,경기도 여주시 능서면 마래리,닭-산란계,208100,2016-12-10,2016-12-07
448,경기도 포천시 영북면 자일리,닭-산란계,71200,2016-12-10,2016-12-05
449,전라북도 정읍시 고부면 관청리,오리-육용오리,16300,2016-12-09,2016-12-05
450,전라북도 정읍시 고부면 관청리,오리-육용오리,13000,2016-12-09,2016-12-05
451,전라북도 정읍시 고부면 관청리,오리-육용오리,38500,2016-12-09,2016-12-05
452,전라북도 정읍시 고부면 용흥리,오리-육용오리,13700,2016-12-09,2016-12-05
453,경기도 포천시 영북면 자일리,닭-산란계,24030,2016-12-09,2016-12-04
454,경기도 포천시 영북면 야미리,닭-산란계,188000,2016-12-09,2016-12-04
455,경기도 포천시 영북면 자일리,닭-산란계,30000,2016-12-09,2016-12-04
456,경기도 이천시 설성면 장능리,닭-산란계,95000,2016-12-09,2016-12-04
457,경기도 포천시 관인면 탄동리,닭-산란계,160000,2016-12-09,2016-12-03
458,경기도 포천시 영북면 자일리,닭-산란계,37000,2016-12-09,2016-12-02
459,충청남도 천안시 동남구 풍세면 보성리,닭-산란계,126000,2016-12-08,2016-12-05
460,충청남도 아산시 선장면 대흥리,오리-종오리,7800,2016-12-08,2016-12-04
461,충청북도 진천군 문백면 계산리,오리-종오리,11000,2016-12-09,2016-12-05
462,전라북도 정읍시 고부면 용흥리,오리-육용오리,14000,2016-12-08,2016-12-04
463,경기도 이천시 율면 석산리,메추리-비분류,620000,2016-12-06,2016-12-03
464,충청남도 아산시 신창면 읍내리,닭-산란계,4500,2016-12-07,2016-12-02
465,충청남도 천안시 동남구 풍세면 용정리,닭-산란계,43000,2016-12-07,2016-12-04
466,경기도 포천시 영북면 자일리,닭-산란계,24500,2016-12-07,2016-12-02
467,충청북도 청주시 흥덕구 강내면 궁현리,닭-토종닭,35000,2016-12-12,2016-12-10
468,충청북도 진천군 덕산면 구산리,닭-종계,92500,2016-12-10,2016-12-08
469,충청북도 음성군 대소면 성본리,오리-육용오리,8000,2016-12-09,2016-12-07
470,전라남도 나주시 동강면 장동리,오리-종오리,16380,2016-12-09,2016-12-07
471,충청북도 괴산군 소수면 아성리,오리-종오리,6400,2016-12-09,2016-12-02
472,충청북도 충주시 대소원면 만정리,닭-토종닭,100,2016-12-08,2016-12-06
473,세종특별자치시  부강면 등곡리,닭-산란계,70000,2016-12-08,2016-12-06
474,충청북도 음성군 원남면 덕정리,메추리-비분류,71000,2016-12-08,2016-12-06
475,충청북도 진천군 이월면 삼용리,오리-육용오리,100000,2016-12-07,2016-12-03
476,세종특별자치시  전동면 심중리,오리-육용오리,7500,2016-12-03,2016-12-01
477,충청남도 아산시 신창면 읍내리,닭-산란계,233500,2016-12-05,2016-12-02
478,경기도 이천시 모가면 원두리,오리-육용오리,18600,2016-12-07,2016-12-01
479,경기도 안성시 원곡면 외가천리,닭-토종닭,45500,2016-12-07,2016-12-01
480,경기도 이천시 설성면 행죽리,닭-종계,60000,2016-12-07,2016-12-02
481,경기도 포천시 영북면 자일리,닭-산란계,28000,2016-12-07,2016-12-02
482,경기도 포천시 영북면 자일리,닭-산란계,35824,2016-12-07,2016-12-02
483,경기도 포천시 영북면 자일리,닭-산란계,31900,2016-12-07,2016-12-02
484,경기도 이천시 대월면 초지리,닭-산란계,360000,2016-12-07,2016-12-03
485,경기도 양평군 지평면 수곡리,오리-육용오리,4500,2016-12-07,2016-12-03
486,경기도 평택시 청북면 고잔리,닭-산란계,570100,2016-12-07,2016-12-03
487,충청남도 천안시 동남구 풍세면 가송리,닭-산란계,166700,2016-12-07,2016-12-04
488,충청남도 천안시 동남구 동면 화계리,오리-종오리,8500,2016-12-05,2016-12-01
489,충청북도 음성군 삼성면 용대리,닭-산란계,210000,2016-12-07,2016-12-05
490,충청북도 진천군 문백면 계산리,오리-종오리,2800,2016-12-01,2016-11-29
491,충청북도 진천군 이월면 중산리,오리-종오리,8500,2016-12-07,2016-12-05
492,세종특별자치시  연동면 응암리,닭-토종닭,1000,2016-12-07,2016-12-05
493,충청북도 청주시 흥덕구 오송읍 오송리,닭-육계,1500,2016-12-06,2016-12-04
494,충청북도 음성군 금왕읍 유포리,오리-육용오리,9200,2016-12-05,2016-12-03
495,충청북도 진천군 덕산면 화상리,닭-산란계,200000,2016-12-05,2016-12-02
496,충청북도 괴산군 소수면 아성리,오리-종오리,9600,2016-12-05,2016-12-02
497,충청북도 진천군 진천읍 상신리,닭-토종닭,30000,2016-12-05,2016-12-02
498,충청북도 진천군 덕산면 기전리,오리-육용오리,5500,2016-12-05,2016-12-02
499,충청북도 진천군 덕산면 화상리,오리-육용오리,9500,2016-12-05,2016-12-02
500,충청북도 음성군 삼성면 능산리,닭-종계,136000,2016-12-05,2016-12-02
501,충청북도 진천군 덕산면 합목리,오리-육용오리,15000,2016-12-03,2016-12-01
502,충청북도 청주시 흥덕구 오송읍 동평리,닭-산란계,173000,2016-12-03,2016-12-01
503,전라남도 장성군 남면 마령리,닭-산란계,2000,2016-12-03,2016-12-01
504,충청북도 진천군 덕산면 구산리,오리-육용오리,9900,2016-12-02,2016-11-30
505,충청북도 괴산군 소수면 수리,오리-종오리,6500,2016-12-02,2016-11-30
506,충청북도 청주시 흥덕구 오송읍 쌍청리,오리-육용오리,12000,2016-12-01,2016-11-29
507,충청북도 진천군 이월면 동성리,오리-육용오리,17500,2016-12-01,2016-11-29
508,충청북도 진천군 이월면 삼용리,오리-육용오리,9000,2016-12-01,2016-11-29
509,충청북도 진천군 이월면 삼용리,오리-육용오리,15000,2016-12-01,2016-11-29
510,전라남도 나주시 공산면 중포리,오리-종오리,25000,2016-12-01,2016-11-28
511,경기도 이천시 설성면 장천리,닭-산란계,160000,2016-11-29,2016-11-25
512,경기도 양주시 백석읍 가업리,닭-산란계,102783,2016-11-29,2016-11-26
513,강원도 철원군 갈말읍 강포리,닭-산란계,30000,2016-12-03,2016-11-30
514,충청남도 아산시 인주면 해암리,닭-산란계,150000,2016-12-05,2016-12-02
515,충청남도 천안시 동남구 풍세면 보성리,오리-종오리,4270,2016-12-05,2016-11-30
516,경기도 이천시 설성면 신필리,오리-육용오리,3000,2016-12-03,2016-11-30
517,경기도 화성시 양감면 사창리,닭-종계,23286,2016-12-01,2016-11-29
518,경기도 양주시 백석읍 오산리,닭-산란계,16000,2016-12-01,2016-11-28
519,충청남도 천안시 동남구 병천면 봉항리,오리-육용오리,6000,2016-11-30,2016-11-24
520,충청북도 진천군 덕산면 인산리,오리-육용오리,29000,2016-12-01,2016-11-28
521,경기도 이천시 부발읍 가산리,닭-산란계,200000,2016-11-29,2016-11-27
522,경기도 안성시 대덕면 보동리,닭-토종닭,27500,2016-11-29,2016-11-25
523,충청북도 음성군 삼성면 용대리,오리-육용오리,6700,2016-11-28,2016-11-25
524,충청남도 천안시 동남구 동면 동산리,오리-육용오리,10000,2016-11-28,2016-11-24
525,충청북도 음성군 삼성면 용대리,오리-종오리,8442,2016-11-28,2016-11-25
526,충청북도 진천군 이월면 삼용리,오리-육용오리,13260,2016-11-30,2016-11-25
527,충청북도 음성군 원남면 덕정리,오리-종오리,10000,2016-11-30,2016-11-28
528,충청북도 음성군 감곡면 단평리,오리-육용오리,8800,2016-11-30,2016-11-28
529,충청북도 진천군 이월면 삼용리,오리-육용오리,13000,2016-11-30,2016-11-28
530,충청북도 음성군 맹동면 봉현리,닭-종계,84000,2016-11-29,2016-11-27
531,충청북도 음성군 맹동면 봉현리,오리-육용오리,4400,2016-11-24,2016-11-22
532,충청북도 진천군 초평면 오갑리,오리-육용오리,12800,2016-11-28,2016-11-25
533,충청북도 음성군 맹동면 마산리,오리-육용오리,28000,2016-11-25,2016-11-23
534,충청북도 진천군 이월면 삼용리,오리-육용오리,4500,2016-11-26,2016-11-23
535,충청북도 진천군 초평면 오갑리,오리-육용오리,10200,2016-11-28,2016-11-26
536,세종특별자치시  전동면 보덕리,닭-산란계,700000,2016-11-28,2016-11-26
537,충청북도 진천군 이월면 미잠리,오리-육용오리,9000,2016-11-28,2016-11-26
538,경기도 양주시 백석읍 가업리,닭-산란계,15500,2016-11-23,2016-11-20
539,충청북도 음성군 맹동면 마산리,오리-육용오리,9500,2016-11-23,2016-11-21
540,충청북도 음성군 맹동면 봉현리,오리-육용오리,7000,2016-11-24,2016-11-22
541,충청북도 음성군 맹동면 봉현리,오리-육용오리,9900,2016-11-24,2016-11-22
542,충청북도 음성군 맹동면 마산리,오리-육용오리,7000,2016-11-24,2016-11-22
543,충청북도 음성군 맹동면 신돈리,오리-육용오리,9000,2016-11-24,2016-11-22
544,충청북도 음성군 맹동면 본성리,오리-육용오리,10200,2016-11-25,2016-11-23
545,충청북도 음성군 맹동면 봉현리,오리-육용오리,16500,2016-11-25,2016-11-23
546,충청북도 음성군 맹동면 용촌리,오리-육용오리,11500,2016-11-23,2016-11-19
547,전라남도 해남군 산이면 금송리,닭-산란계,40000,2016-11-17,2016-11-16
548,전라남도 무안군 일로읍 의산리,오리-육용오리,21700,2016-11-22,2016-11-19
549,충청북도 음성군 대소면 수태리,오리-육용오리,10000,2016-11-22,2016-11-19
550,충청북도 청원군 북이면 토성리,오리-육용오리,8500,2016-11-22,2016-11-20
551,충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,2016-11-23,2016-11-21
552,충청북도 음성군 맹동면 마산리,오리-육용오리,6500,2016-11-23,2016-11-21
553,충청북도 음성군 맹동면 마산리,오리-육용오리,5000,2016-11-23,2016-11-21
554,충청북도 음성군 맹동면 용촌리,오리-육용오리,10500,2016-11-17,2016-11-16
555,충청북도 음성군 금왕읍 삼봉리,오리-육용오리,5500,2016-11-26,2016-11-22
556,경기도 포천시 영북면 자일리,닭-산란계,299000,2016-11-25,2016-11-22
557,충청북도 진천군 이월면 삼용리,오리-육용오리,7000,2016-11-28,2016-11-25
558,충청북도 음성군 맹동면 봉현리,오리-육용오리,16500,2016-11-28,2016-11-23
559,충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,2016-11-26,2016-11-19
560,충청북도 음성군 맹동면 봉현리,오리-육용오리,17000,2016-11-26,2016-11-19
561,충청북도 음성군 맹동면 봉현리,오리-육용오리,10000,2016-11-26,2016-11-19
562,충청북도 음성군 맹동면 봉현리,오리-육용오리,11000,2016-11-26,2016-11-20
563,충청남도 아산시 신창면 행목리,닭-산란계,52500,2016-11-25,2016-11-23
564,충청북도 음성군 대소면 부윤리,오리-종오리,1500,2016-11-25,2016-11-21
565,전라북도 김제시 금구면 용지리,오리-육용오리,16700,2016-11-24,2016-11-21
566,경기도 이천시 마장면 이치리,오리-종오리,10907,2016-03-23,2016-03-23
567,경기도 광주시 남한산성면 불당리,오리-기타,12,2016-04-05,2016-04-05
568,전라남도 영암군 신북면 월지리,오리-육용오리,15000,2015-10-27,2015-10-27
569,전라남도 영암군 도포면 영호리,오리-육용오리,24000,2015-11-15,2015-11-15
570,전라남도 영암군 도포면 구학리,오리-육용오리,24300,2015-11-14,2015-11-14
571,전라남도 영암군 도포면 구학리,오리-육용오리,22100,2015-11-13,2015-11-13
572,전라남도 영암군 신북면 월지리,오리-육용오리,26700,2015-10-27,2015-10-28
573,전라남도 영암군 도포면 구학리,오리-육용오리,19500,2015-10-27,2015-10-30
574,전라남도 영암군 도포면 영호리,오리-육용오리,15864,2015-10-26,2015-10-26
575,전라남도 영암군 시종면 금지리,오리-육용오리,15000,2015-10-23,2015-10-23
576,전라남도 영암군 신북면 월지리,오리-육용오리,27200,2015-10-18,2015-10-19
577,광주광역시 북구 우산동,오리-육용오리,28,2015-09-21,2015-09-16
578,전라남도 담양군 담양읍 만성리,오리-기타,11,2015-09-27,2015-09-20
579,광주광역시 광산구 신창동,오리-육용오리,10298,2015-09-27,2015-09-22
580,전라남도 담양군 담양읍 담주리,오리-육용오리,4,2015-09-21,2015-09-16
581,전라남도 강진군 강진읍 덕남리,닭-기타,60,2015-09-28,2015-09-21
582,전라남도 강진군 칠량면 삼흥리,오리-육용오리,6850,2015-09-18,2015-09-14
583,전라남도 나주시 노안면 오정리,오리-육용오리,8000,2015-09-18,2015-09-14
584,전라남도 나주시 반남면 흥덕리,오리-육용오리,16000,2015-11-03,2015-10-23
585,경상남도 고성군 거류면 은월리,개-기타,3,2015-02-01,2015-01-23
586,전라남도 영암군 신북면 행정리,오리-육용오리,33300,2015-06-08,2015-06-05
587,전라남도 영암군 덕진면 용산리,오리-육용오리,33800,2015-05-20,2015-05-18
588,전라북도 정읍시 입암면 단곡리,오리-육용오리,53000,2015-05-01,2015-04-29
589,전라남도 영암군 덕진면 장선리,오리-종오리,8000,2015-05-26,2015-05-20
590,전라남도 영암군 신북면 월지리,오리-육용오리,8000,2015-06-01,2015-05-29
591,전라남도 영암군 신북면 월지리,오리-육용오리,19400,2015-06-01,2015-05-28
592,전라남도 영암군 덕진면 금강리,오리-종오리,11500,2015-06-13,2015-06-11
593,경기도 양주시 광적면 우고리,오리-비분류,210,2015-05-24,2015-05-22
594,경기도 양주시 광적면 우고리,오리-비분류,700,2015-05-24,2015-05-21
595,전라남도 나주시 세지면 죽동리,오리-육용오리,19300,2015-02-02,2015-01-30
596,충청남도 천안시 동남구 성남면 대흥리,오리-종오리,10991,2015-02-04,2015-02-02
597,전라남도 구례군 용방면 신도리,오리-육용오리,8000,2015-02-02,2015-01-29
598,전라남도 구례군 용방면 중방리,오리-육용오리,9000,2015-02-01,2015-01-29
599,전라남도 구례군 용방면 중방리,오리-육용오리,7600,2015-02-01,2015-01-29
600,전라남도 무안군 일로읍 지장리,닭-일괄,32,2015-01-14,2015-01-10
601,전라북도 김제시 용지면 장신리,닭-산란계,14000,2015-04-20,2015-04-11
602,전라북도 김제시 용지면 신정리,닭-산란계,65000,2015-04-01,2015-03-31
603,전라북도 김제시 용지면 용수리,닭-산란계,11000,2015-04-01,2015-03-31
604,전라북도 김제시 용지면 용수리,닭-산란계,18000,2015-04-01,2015-03-28
605,전라북도 김제시 용지면 용수리,닭-산란계,10000,2015-04-01,2015-03-26
606,경기도 안성시 미양면 강덕리,오리-종오리,6500,2015-01-30,2015-01-29
607,전라남도 나주시 세지면 죽동리,오리-육용오리,22000,2015-01-30,2015-01-27
608,전라남도 나주시 세지면 죽동리,오리-육용오리,18000,2015-01-30,2015-01-27
609,경기도 안성시 미양면 정동리,오리-육용오리,60,2015-01-23,2015-01-22
610,전라남도 무안군 일로읍 지장리,오리-종오리,8600,2015-01-14,2015-01-11
611,전라남도 강진군 성전면 금당리,오리-종오리,15000,2015-05-13,2015-04-28
612,경기도 안성시 미양면 법전리,닭-산란계,161400,2015-04-17,2015-04-14
613,경기도 포천시 창수면 추동리,닭-백세미,48000,2015-04-23,2015-04-20
614,경기도 포천시 창수면 추동리,닭-토종닭,11000,2015-04-23,2015-04-20
615,경기도 의정부시 용현동,닭-토종닭,48,2015-04-20,2015-04-16
616,경기도 포천시 일동면 길명리,닭-토종닭,1135,2015-04-28,2015-04-24
617,충청남도 아산시 신창면 궁화리,오리-육용오리,6000,2015-03-31,2015-03-28
618,충청북도 음성군 금왕읍 본대리,오리-육용오리,16000,2015-03-23,2015-03-20
619,충청남도 청양군 비봉면 양사리,닭-산란계,47000,2015-03-13,2015-03-10
620,충청북도 음성군 맹동면 용촌리,오리-육용오리,8000,2015-03-05,2015-03-03
621,충청북도 음성군 금왕읍 내송리,오리-종오리,8600,2015-03-14,2015-03-11
622,충청남도 천안시 동남구 풍세면 용정리,닭-종계,19900,2015-03-13,2015-03-09
623,충청남도 홍성군 장곡면 신풍리,닭-종계,33900,2015-03-12,2015-03-09
624,경기도 안성시 금광면 개산리,오리-육용오리,9000,2015-03-10,2015-03-05
625,충청북도 음성군 맹동면 봉현리,오리-육용오리,9000,2015-03-08,2015-03-03
626,경기도 안성시 금광면 내우리,오리-육용오리,9000,2015-03-08,2015-03-04
627,충청북도 음성군 맹동면 마산리,오리-육용오리,8414,2015-03-07,2015-03-04
628,충청북도 음성군 맹동면 마산리,오리-육용오리,14200,2015-03-06,2015-03-03
629,충청북도 음성군 맹동면 인곡리,오리-종오리,10000,2015-03-05,2015-03-03
630,충청북도 음성군 맹동면 봉현리,오리-육용오리,5000,2015-02-26,2015-02-23
631,충청북도 음성군 맹동면 봉현리,오리-육용오리,10102,2015-03-06,2015-02-27
