주소,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
전라남도 나주시,12.33 고막원천 2,14.62 우습제 2,18.28 지석천 2,22.68 함평대동저수지 2,29.49 담양습지 3,35.5 황룡강 2,41.43 영암호 1,42.79 영산강 2,48.26 주암댐 2,50.26 만덕간척지 2,52.39 금호호 1,58.66 강진만 2,59.04 고천암 2,59.38 동림저수지 1,61.56 사내간척지 2,74.0 순천만 1,75.51 동진강 1,83.83 원평천 3,85.64 조류지 2,96.89 전주천 2,100.77 만경강 1,109.81 금강호 2,111.66 금강하구둑 1,120.23 사천만 3,123.19 봉선저수지 2,135.34 논산천 2,138.14 산남저수지 3,165.45 목포늪 3,165.68 창녕우포 3,167.42 하도리 2,167.71 사지포 3,168.38 장척저수지 3,170.2 종달리 3,173.62 오조리 3,175.07 김천 2,175.66 미호천 1,178.83 천수만 1,181.41 주남저수지 3,182.37 동판저수지 2,183.15 간월호 2,183.16 낙동강 2,183.51 금호강 1,187.13 부남호 2,187.65 산수저수지 2,188.0 해미천 2,188.14 무심천 2,189.75 무한천 2,191.63 화포천 2,193.48 곡교천 1,194.6 풍세천 1,194.89 용수저수지 2,197.42 봉강천 1,198.41 병천천 2,198.72 구미 3,199.89 도당천 2,203.67 낙동강하구 2,204.78 송정저수지 2,205.34 낙동강 2,206.16 잠홍지 2,206.72 삽교호 2,207.24 안심습지 3,210.53 아산호 2,211.07 낙동강 3,211.84 보강천 2,212.67 양산천 2,214.94 백곡지 2,219.34 석문간척지 2,222.43 남양호 2,223.63 대호 2,224.13 안성천 1,233.51 화성호 2,233.94 진위천 2,237.77 양산발생지 3,242.12 청미천 1,245.39 황구지천 2,248.23 충주호 3,248.26 태화강 3,250.19 형산강 1,251.92 원천리천 3,253.03 서호 3,254.65 시화호 1,255.71 왕송호수 3,259.41 경안천 2,277.9 탄천 2,278.13 안양천  3,280.81 남한강 2,283.19 팔당호 2,285.41 원주천 2,286.41 강서지구 3,289.51 중랑천 2,291.7 한강하구 1,299.23 섬강 1,299.99 공릉천 1,308.32 임진강 2,315.69 문산천 2,323.17 포천천 2,324.3 상패천 2,333.46 소양강 하류 2,357.79 한탄강 2,361.96 남대천 3,367.17 철원평야 2,367.64 토교저수지 2,384.71 남대천 3
전라남도 광양시,18.21 순천만 1,32.24 사천만 3,43.92 주암댐 2,63.07 산남저수지 3,71.89 지석천 2,81.04 담양습지 3,90.85 장척저수지 3,92.28 황룡강 2,94.19 창녕우포 3,94.56 목포늪 3,94.99 만덕간척지 2,96.19 사지포 3,98.03 강진만 2,98.1 주남저수지 3,98.61 동판저수지 2,101.58 고막원천 2,101.76 우습제 2,102.81 사내간척지 2,106.93 전주천 2,107.51 화포천 2,110.4 함평대동저수지 2,111.59 동림저수지 1,112.11 동진강 1,112.91 원평천 3,114.66 영암호 1,115.28 낙동강하구 2,120.71 금호강 1,120.94 고천암 2,121.33 낙동강 2,121.7 낙동강 2,123.45 만경강 1,123.73 금호호 1,124.19 영산강 2,125.32 낙동강 3,127.73 양산천 2,133.75 김천 2,134.28 조류지 2,140.15 안심습지 3,146.49 금강호 2,147.11 논산천 2,147.52 금강하구둑 1,151.5 구미 3,154.62 양산발생지 3,155.51 봉선저수지 2,165.9 태화강 3,175.03 하도리 2,177.24 종달리 3,177.44 형산강 1,178.46 미호천 1,179.12 오조리 3,183.21 무심천 2,201.08 병천천 2,203.71 곡교천 1,205.52 보강천 2,205.9 풍세천 1,206.15 송정저수지 2,210.01 봉강천 1,212.94 무한천 2,215.81 백곡지 2,218.09 천수만 1,220.4 산수저수지 2,220.55 간월호 2,220.92 해미천 2,227.04 충주호 3,227.65 부남호 2,227.71 용수저수지 2,228.13 삽교호 2,229.53 아산호 2,232.26 안성천 1,232.82 도당천 2,239.34 잠홍지 2,244.04 청미천 1,244.14 남양호 2,246.11 진위천 2,249.72 석문간척지 2,255.54 대호 2,258.4 화성호 2,259.21 황구지천 2,264.87 원천리천 3,266.68 경안천 2,267.83 서호 3,271.63 왕송호수 3,272.44 원주천 2,278.56 시화호 1,280.76 남한강 2,285.9 섬강 1,288.75 팔당호 2,289.0 탄천 2,295.42 안양천  3,301.28 중랑천 2,305.04 강서지구 3,312.05 한강하구 1,317.41 공릉천 1,328.76 소양강 하류 2,329.84 임진강 2,330.74 남대천 3,331.51 포천천 2,334.7 문산천 2,336.15 상패천 2,362.22 남대천 3,364.48 한탄강 2,374.12 토교저수지 2,375.24 철원평야 2
전라남도 담양군,13.07 담양습지 3,17.28 황룡강 2,35.2 동림저수지 1,35.39 지석천 2,36.52 주암댐 2,41.93 동진강 1,45.7 고막원천 2,47.5 원평천 3,48.57 함평대동저수지 2,55.99 전주천 2,56.36 우습제 2,60.51 조류지 2,63.5 만경강 1,67.55 순천만 1,79.09 금강호 2,80.64 금강하구둑 1,83.63 영암호 1,84.47 영산강 2,86.5 만덕간척지 2,91.11 봉선저수지 2,94.39 강진만 2,94.64 금호호 1,96.73 논산천 2,98.27 사내간척지 2,100.01 사천만 3,100.48 고천암 2,107.66 산남저수지 3,131.23 목포늪 3,131.69 창녕우포 3,133.62 김천 2,133.63 사지포 3,136.2 미호천 1,136.94 장척저수지 3,145.15 낙동강 2,145.86 금호강 1,147.56 무심천 2,151.81 천수만 1,152.84 주남저수지 3,154.1 동판저수지 2,155.33 간월호 2,156.1 곡교천 1,156.25 무한천 2,157.52 풍세천 1,157.6 구미 3,157.83 산수저수지 2,158.26 해미천 2,159.36 병천천 2,160.74 봉강천 1,160.9 부남호 2,163.27 화포천 2,165.56 송정저수지 2,170.16 안심습지 3,170.4 도당천 2,171.36 보강천 2,172.94 삽교호 2,175.78 백곡지 2,176.02 아산호 2,176.45 낙동강 2,176.89 잠홍지 2,179.47 낙동강하구 2,183.51 낙동강 3,184.34 양산천 2,186.74 안성천 1,189.02 남양호 2,189.12 석문간척지 2,194.11 대호 2,197.75 진위천 2,200.85 하도리 2,201.4 화성호 2,203.52 청미천 1,203.54 종달리 3,206.38 충주호 3,206.62 오조리 3,207.42 양산발생지 3,209.83 황구지천 2,214.17 형산강 1,216.19 원천리천 3,217.14 태화강 3,217.86 서호 3,220.9 왕송호수 3,222.25 경안천 2,222.47 시화호 1,234.62 용수저수지 2,241.94 탄천 2,242.19 남한강 2,243.99 안양천  3,244.61 원주천 2,245.85 팔당호 2,252.79 강서지구 3,253.85 중랑천 2,258.46 섬강 1,258.69 한강하구 1,266.11 공릉천 1,275.86 임진강 2,282.45 문산천 2,286.86 포천천 2,288.96 상패천 2,294.28 소양강 하류 2,319.81 남대천 3,321.28 한탄강 2,331.08 철원평야 2,331.13 토교저수지 2,343.2 남대천 3
전라남도 곡성군,24.77 주암댐 2,37.35 담양습지 3,45.12 황룡강 2,46.02 지석천 2,48.12 순천만 1,58.84 전주천 2,59.33 동진강 1,59.82 동림저수지 1,60.75 원평천 3,67.94 고막원천 2,72.62 사천만 3,73.0 만경강 1,73.32 함평대동저수지 2,75.13 우습제 2,80.44 산남저수지 3,81.48 조류지 2,93.17 만덕간척지 2,94.46 금강호 2,95.63 금강하구둑 1,98.8 영암호 1,99.88 강진만 2,101.15 논산천 2,102.94 영산강 2,104.38 봉선저수지 2,104.41 사내간척지 2,105.67 목포늪 3,106.01 창녕우포 3,108.0 사지포 3,109.73 금호호 1,110.16 장척저수지 3,112.72 고천암 2,117.27 김천 2,122.61 낙동강 2,122.95 금호강 1,125.36 주남저수지 3,126.57 동판저수지 2,135.77 화포천 2,137.27 미호천 1,140.05 구미 3,145.68 무심천 2,146.71 안심습지 3,149.09 낙동강 2,151.58 낙동강하구 2,155.92 낙동강 3,156.89 양산천 2,160.26 곡교천 1,160.6 병천천 2,162.1 풍세천 1,165.37 무한천 2,165.83 봉강천 1,166.36 송정저수지 2,166.9 천수만 1,169.27 보강천 2,169.72 간월호 2,170.52 산수저수지 2,171.01 해미천 2,176.35 부남호 2,176.47 백곡지 2,180.49 양산발생지 3,181.37 삽교호 2,183.08 도당천 2,183.55 아산호 2,189.62 잠홍지 2,189.92 형산강 1,190.23 안성천 1,190.45 태화강 3,197.56 남양호 2,199.16 충주호 3,199.81 하도리 2,200.79 석문간척지 2,202.37 종달리 3,202.78 진위천 2,204.79 청미천 1,205.06 오조리 3,206.31 대호 2,211.07 화성호 2,215.48 황구지천 2,221.54 원천리천 3,223.88 서호 3,225.55 경안천 2,227.33 왕송호수 3,231.76 시화호 1,240.72 원주천 2,240.86 용수저수지 2,242.92 남한강 2,246.67 탄천 2,248.61 팔당호 2,250.93 안양천  3,254.54 섬강 1,258.84 중랑천 2,260.2 강서지구 3,266.7 한강하구 1,273.1 공릉천 1,284.28 임진강 2,290.0 문산천 2,290.7 포천천 2,293.58 소양강 하류 2,294.02 상패천 2,310.03 남대천 3,324.6 한탄강 2,334.4 토교저수지 2,334.89 철원평야 2,336.54 남대천 3
전라남도 구례군,25.65 주암댐 2,35.34 순천만 1,52.77 담양습지 3,54.59 지석천 2,54.96 사천만 3,61.95 황룡강 2,66.67 산남저수지 3,71.69 전주천 2,76.41 동진강 1,76.9 원평천 3,77.69 동림저수지 1,80.62 고막원천 2,85.53 우습제 2,87.33 함평대동저수지 2,87.64 만경강 1,94.42 목포늪 3,94.57 창녕우포 3,95.42 만덕간척지 2,96.62 사지포 3,96.89 장척저수지 3,98.92 조류지 2,101.1 강진만 2,105.85 사내간척지 2,106.1 영암호 1,110.48 금강호 2,110.55 주남저수지 3,111.51 금강하구둑 1,111.63 동판저수지 2,112.19 영산강 2,112.93 논산천 2,114.75 금호강 1,114.82 낙동강 2,115.52 김천 2,116.66 금호호 1,117.75 고천암 2,119.6 봉선저수지 2,120.89 화포천 2,134.45 낙동강 2,135.26 낙동강하구 2,136.81 구미 3,137.59 안심습지 3,140.74 낙동강 3,142.01 양산천 2,146.65 미호천 1,153.31 무심천 2,166.54 양산발생지 3,169.75 병천천 2,170.91 곡교천 1,172.94 풍세천 1,175.19 송정저수지 2,176.44 보강천 2,176.88 태화강 3,176.89 봉강천 1,178.3 무한천 2,179.53 형산강 1,182.2 천수만 1,184.75 간월호 2,184.9 산수저수지 2,185.13 백곡지 2,185.41 해미천 2,191.75 부남호 2,193.87 삽교호 2,194.82 하도리 2,195.62 아산호 2,197.28 종달리 3,197.37 도당천 2,199.7 오조리 3,200.26 안성천 1,202.84 충주호 3,203.91 잠홍지 2,209.98 남양호 2,213.49 진위천 2,213.51 청미천 1,214.59 석문간척지 2,220.3 대호 2,223.93 화성호 2,226.42 황구지천 2,232.29 원천리천 3,234.95 서호 3,235.22 경안천 2,238.58 왕송호수 3,240.15 용수저수지 2,244.35 시화호 1,246.19 원주천 2,251.09 남한강 2,256.97 탄천 2,257.86 팔당호 2,259.9 섬강 1,262.32 안양천  3,269.21 중랑천 2,271.78 강서지구 3,278.55 한강하구 1,284.42 공릉천 1,296.26 임진강 2,300.34 포천천 2,300.67 소양강 하류 2,301.54 문산천 2,304.29 상패천 2,311.31 남대천 3,333.85 한탄강 2,339.8 남대천 3,343.59 토교저수지 2,344.37 철원평야 2
전라남도 고흥군,37.84 순천만 1,47.25 만덕간척지 2,47.69 강진만 2,51.16 주암댐 2,52.12 사내간척지 2,55.93 지석천 2,73.71 우습제 2,73.91 영암호 1,73.92 고천암 2,79.16 담양습지 3,80.29 금호호 1,80.96 고막원천 2,83.87 사천만 3,86.48 영산강 2,91.35 황룡강 2,91.47 함평대동저수지 2,116.61 산남저수지 3,116.64 동림저수지 1,125.77 동진강 1,126.22 하도리 2,128.66 종달리 3,130.6 원평천 3,131.06 오조리 3,133.47 전주천 2,143.4 조류지 2,144.19 장척저수지 3,145.43 만경강 1,147.73 창녕우포 3,148.08 목포늪 3,149.74 사지포 3,149.82 주남저수지 3,150.11 동판저수지 2,158.64 화포천 2,162.25 낙동강하구 2,162.93 금강호 2,164.45 금강하구둑 1,172.23 낙동강 2,173.72 금호강 1,174.54 낙동강 2,174.71 봉선저수지 2,174.8 용수저수지 2,175.0 낙동강 3,175.93 논산천 2,177.94 양산천 2,182.39 김천 2,193.66 안심습지 3,202.07 구미 3,205.47 양산발생지 3,212.6 미호천 1,217.0 태화강 3,220.71 무심천 2,230.81 형산강 1,235.34 곡교천 1,235.65 천수만 1,235.93 병천천 2,237.11 풍세천 1,238.73 무한천 2,239.19 간월호 2,240.73 봉강천 1,241.52 산수저수지 2,241.67 송정저수지 2,241.96 해미천 2,244.14 보강천 2,244.71 부남호 2,251.76 백곡지 2,254.11 도당천 2,255.13 삽교호 2,257.72 아산호 2,260.62 잠홍지 2,265.46 안성천 1,271.31 남양호 2,271.47 충주호 3,272.64 석문간척지 2,277.76 대호 2,277.77 진위천 2,280.1 청미천 1,284.25 화성호 2,290.34 황구지천 2,296.49 원천리천 3,298.65 서호 3,300.83 경안천 2,301.98 왕송호수 3,305.19 시화호 1,314.65 원주천 2,318.17 남한강 2,321.78 탄천 2,323.93 팔당호 2,325.45 안양천  3,328.4 섬강 1,333.91 중랑천 2,334.55 강서지구 3,340.82 한강하구 1,347.62 공릉천 1,358.23 임진강 2,364.34 문산천 2,365.96 포천천 2,368.5 소양강 하류 2,369.1 상패천 2,379.17 남대천 3,399.91 한탄강 2,408.34 남대천 3,409.72 토교저수지 2,410.17 철원평야 2
전라남도 보성군,30.59 지석천 2,35.53 주암댐 2,37.04 만덕간척지 2,41.05 순천만 1,41.96 강진만 2,46.76 사내간척지 2,49.38 우습제 2,55.09 담양습지 3,55.44 고막원천 2,55.87 영암호 1,61.97 고천암 2,64.54 금호호 1,65.92 함평대동저수지 2,66.6 영산강 2,66.91 황룡강 2,91.5 사천만 3,92.55 동림저수지 1,103.38 동진강 1,109.18 원평천 3,114.9 전주천 2,118.65 산남저수지 3,119.55 조류지 2,124.87 만경강 1,140.39 금강호 2,140.66 하도리 2,142.02 금강하구둑 1,143.29 종달리 3,146.16 오조리 3,148.12 장척저수지 3,149.11 창녕우포 3,149.22 목포늪 3,151.17 사지포 3,152.71 봉선저수지 2,157.01 논산천 2,157.07 주남저수지 3,157.66 동판저수지 2,166.65 화포천 2,172.31 금호강 1,172.68 낙동강 2,174.07 낙동강하구 2,174.64 김천 2,180.48 낙동강 2,181.39 용수저수지 2,184.58 낙동강 3,186.97 양산천 2,194.07 안심습지 3,195.22 미호천 1,196.08 구미 3,204.8 무심천 2,212.59 천수만 1,213.74 양산발생지 3,216.35 간월호 2,216.63 곡교천 1,217.9 무한천 2,218.21 풍세천 1,218.58 병천천 2,219.3 산수저수지 2,219.71 해미천 2,221.47 부남호 2,221.61 봉강천 1,224.56 송정저수지 2,224.93 태화강 3,228.53 보강천 2,231.83 도당천 2,233.97 형산강 1,234.55 삽교호 2,234.75 백곡지 2,237.51 아산호 2,238.3 잠홍지 2,247.1 안성천 1,250.66 남양호 2,250.69 석문간척지 2,255.59 대호 2,258.69 진위천 2,259.1 충주호 3,262.88 청미천 1,263.09 화성호 2,270.97 황구지천 2,277.26 원천리천 3,279.11 서호 3,282.25 왕송호수 3,282.61 경안천 2,284.16 시화호 1,300.5 원주천 2,301.33 남한강 2,302.86 탄천 2,305.47 안양천  3,306.02 팔당호 2,314.33 섬강 1,314.34 강서지구 3,314.86 중랑천 2,320.32 한강하구 1,327.6 공릉천 1,337.53 임진강 2,344.04 문산천 2,347.53 포천천 2,350.03 상패천 2,352.61 소양강 하류 2,369.46 남대천 3,381.78 한탄강 2,391.62 토교저수지 2,391.77 철원평야 2,396.47 남대천 3
전라남도 화순군,9.2 지석천 2,21.64 담양습지 3,22.86 주암댐 2,33.85 황룡강 2,35.94 고막원천 2,39.56 우습제 2,44.35 함평대동저수지 2,51.4 순천만 1,59.14 만덕간척지 2,59.15 동림저수지 1,61.98 영암호 1,66.62 영산강 2,66.69 강진만 2,69.79 동진강 1,70.82 사내간척지 2,72.92 금호호 1,75.95 원평천 3,76.35 고천암 2,83.71 전주천 2,86.04 조류지 2,92.04 만경강 1,95.14 사천만 3,106.73 금강호 2,108.37 금강하구둑 1,112.54 산남저수지 3,119.14 봉선저수지 2,125.08 논산천 2,140.21 목포늪 3,140.41 창녕우포 3,142.45 사지포 3,142.79 장척저수지 3,153.71 김천 2,155.74 주남저수지 3,156.71 동판저수지 2,158.98 낙동강 2,159.18 금호강 1,164.2 미호천 1,165.97 화포천 2,172.34 하도리 2,174.94 무심천 2,175.03 종달리 3,176.75 구미 3,178.1 오조리 3,178.35 낙동강하구 2,178.92 천수만 1,179.67 낙동강 2,182.62 안심습지 3,182.67 간월호 2,184.55 곡교천 1,184.66 무한천 2,185.45 낙동강 3,185.65 산수저수지 2,186.0 풍세천 1,186.06 해미천 2,187.02 양산천 2,187.45 병천천 2,187.82 부남호 2,189.25 봉강천 1,193.59 송정저수지 2,198.18 도당천 2,198.76 보강천 2,201.4 삽교호 2,203.81 백곡지 2,204.53 아산호 2,204.64 잠홍지 2,207.7 용수저수지 2,212.1 양산발생지 3,215.16 안성천 1,217.09 석문간척지 2,217.46 남양호 2,221.94 대호 2,222.6 태화강 3,225.17 형산강 1,226.27 진위천 2,229.69 화성호 2,231.69 청미천 1,232.1 충주호 3,238.37 황구지천 2,244.73 원천리천 3,246.4 서호 3,249.43 왕송호수 3,250.68 경안천 2,250.79 시화호 1,270.31 남한강 2,270.46 탄천 2,271.63 원주천 2,272.51 안양천  3,274.24 팔당호 2,281.27 강서지구 3,282.38 중랑천 2,285.49 섬강 1,287.12 한강하구 1,294.61 공릉천 1,304.25 임진강 2,310.92 문산천 2,315.35 포천천 2,317.49 상패천 2,322.18 소양강 하류 2,344.48 남대천 3,349.75 한탄강 2,359.58 철원평야 2,359.6 토교저수지 2,369.33 남대천 3
전라남도 장흥군,18.52 만덕간척지 2,24.49 강진만 2,29.1 사내간척지 2,36.42 지석천 2,39.51 영암호 1,41.48 우습제 2,43.4 고천암 2,47.02 금호호 1,51.74 영산강 2,51.75 고막원천 2,52.1 주암댐 2,59.37 순천만 1,62.02 함평대동저수지 2,62.14 담양습지 3,72.45 황룡강 2,98.03 동림저수지 1,109.78 사천만 3,111.51 동진강 1,118.44 원평천 3,124.98 조류지 2,126.88 전주천 2,129.52 하도리 2,132.24 종달리 3,134.84 만경강 1,135.41 오조리 3,137.35 산남저수지 3,147.72 금강호 2,149.47 금강하구둑 1,160.64 봉선저수지 2,165.56 용수저수지 2,166.81 장척저수지 3,167.78 창녕우포 3,167.88 목포늪 3,168.21 논산천 2,169.84 사지포 3,175.57 주남저수지 3,176.12 동판저수지 2,185.06 화포천 2,190.73 금호강 1,191.04 낙동강 2,191.71 김천 2,191.82 낙동강하구 2,198.89 낙동강 2,202.79 낙동강 3,205.27 양산천 2,207.39 미호천 1,212.64 안심습지 3,213.59 구미 3,217.96 무심천 2,218.53 천수만 1,222.63 간월호 2,226.44 산수저수지 2,226.78 무한천 2,226.82 해미천 2,227.08 부남호 2,227.6 곡교천 1,229.0 풍세천 1,230.64 병천천 2,232.17 양산발생지 3,232.19 봉강천 1,236.78 송정저수지 2,238.85 도당천 2,241.77 보강천 2,243.41 태화강 3,243.62 삽교호 2,245.23 잠홍지 2,246.97 아산호 2,246.99 백곡지 2,252.66 형산강 1,258.07 석문간척지 2,258.24 안성천 1,259.59 남양호 2,262.65 대호 2,269.15 진위천 2,271.4 화성호 2,274.09 충주호 3,274.88 청미천 1,281.12 황구지천 2,287.52 원천리천 3,289.06 서호 3,292.01 왕송호수 3,292.55 시화호 1,293.75 경안천 2,313.33 탄천 2,313.5 남한강 2,314.41 원주천 2,314.91 안양천  3,317.34 팔당호 2,323.53 강서지구 3,325.19 중랑천 2,328.27 섬강 1,329.19 한강하구 1,336.96 공릉천 1,346.14 임진강 2,353.07 문산천 2,358.32 포천천 2,360.25 상패천 2,365.34 소양강 하류 2,385.44 남대천 3,392.76 한탄강 2,402.52 철원평야 2,402.61 토교저수지 2,411.45 남대천 3
전라남도 강진군,8.5 만덕간척지 2,16.83 강진만 2,20.21 사내간척지 2,27.38 영암호 1,29.95 고천암 2,33.83 금호호 1,37.31 우습제 2,40.58 영산강 2,42.89 지석천 2,50.04 고막원천 2,59.47 함평대동저수지 2,63.57 주암댐 2,67.34 담양습지 3,72.87 순천만 1,76.21 황룡강 2,101.03 동림저수지 1,116.14 동진강 1,123.3 사천만 3,123.79 원평천 3,125.57 하도리 2,127.48 조류지 2,128.34 종달리 3,131.75 오조리 3,134.11 전주천 2,140.52 만경강 1,150.5 산남저수지 3,151.36 금강호 2,153.18 금강하구둑 1,156.69 용수저수지 2,164.6 봉선저수지 2,174.55 논산천 2,180.08 장척저수지 3,180.77 창녕우포 3,180.84 목포늪 3,182.83 사지포 3,189.04 주남저수지 3,189.61 동판저수지 2,198.56 화포천 2,202.77 김천 2,203.25 금호강 1,203.48 낙동강 2,205.31 낙동강하구 2,212.39 낙동강 2,214.31 미호천 1,216.31 낙동강 3,218.79 양산천 2,220.69 천수만 1,225.02 간월호 2,225.03 구미 3,225.41 안심습지 3,225.63 무심천 2,228.96 부남호 2,229.47 산수저수지 2,229.82 해미천 2,231.1 무한천 2,233.51 곡교천 1,234.78 풍세천 1,237.4 병천천 2,237.79 봉강천 1,241.74 도당천 2,243.64 송정저수지 2,245.66 양산발생지 3,248.02 잠홍지 2,248.03 삽교호 2,249.44 보강천 2,251.67 아산호 2,253.86 백곡지 2,256.89 태화강 3,261.16 석문간척지 2,263.85 남양호 2,264.2 안성천 1,265.48 대호 2,265.76 형산강 1,274.56 진위천 2,275.15 화성호 2,281.48 청미천 1,283.14 충주호 3,286.26 황구지천 2,292.74 원천리천 3,294.04 서호 3,296.31 시화호 1,296.82 왕송호수 3,299.63 경안천 2,318.66 탄천 2,319.44 안양천  3,320.17 남한강 2,322.52 원주천 2,323.34 팔당호 2,327.84 강서지구 3,330.38 중랑천 2,333.25 한강하구 1,336.38 섬강 1,341.38 공릉천 1,349.97 임진강 2,357.22 문산천 2,363.82 포천천 2,365.31 상패천 2,372.39 소양강 하류 2,395.28 남대천 3,398.38 한탄강 2,407.94 철원평야 2,408.23 토교저수지 2,420.38 남대천 3
전라남도 해남군,12.79 고천암 2,14.89 만덕간척지 2,17.42 사내간척지 2,17.82 영암호 1,18.43 강진만 2,19.11 금호호 1,31.42 영산강 2,40.81 우습제 2,55.03 고막원천 2,56.2 지석천 2,62.69 함평대동저수지 2,78.53 담양습지 3,79.8 주암댐 2,85.71 황룡강 2,90.0 순천만 1,109.1 동림저수지 1,120.38 하도리 2,123.18 종달리 3,125.72 동진강 1,126.84 오조리 3,134.02 원평천 3,134.58 조류지 2,140.39 사천만 3,144.75 용수저수지 2,146.17 전주천 2,150.95 만경강 1,159.46 금강호 2,161.35 금강하구둑 1,167.58 산남저수지 3,172.97 봉선저수지 2,185.44 논산천 2,197.21 장척저수지 3,197.77 창녕우포 3,197.83 목포늪 3,199.83 사지포 3,206.18 주남저수지 3,206.74 동판저수지 2,215.69 화포천 2,218.23 김천 2,219.92 금호강 1,220.09 낙동강 2,222.17 낙동강하구 2,225.64 미호천 1,226.65 천수만 1,229.51 낙동강 2,231.24 간월호 2,233.37 낙동강 3,234.55 부남호 2,235.88 양산천 2,236.4 산수저수지 2,236.72 해미천 2,237.71 무심천 2,239.51 무한천 2,240.82 구미 3,242.26 안심습지 3,243.7 곡교천 1,244.82 풍세천 1,247.62 봉강천 1,248.45 도당천 2,248.5 병천천 2,254.61 잠홍지 2,254.84 송정저수지 2,256.49 삽교호 2,260.44 아산호 2,261.48 보강천 2,262.79 양산발생지 3,265.02 백곡지 2,268.05 석문간척지 2,272.06 대호 2,272.08 남양호 2,274.03 태화강 3,274.35 안성천 1,282.78 화성호 2,282.8 형산강 1,284.08 진위천 2,292.29 청미천 1,295.44 황구지천 2,296.56 충주호 3,301.99 원천리천 3,303.01 서호 3,303.88 시화호 1,305.61 왕송호수 3,309.61 경안천 2,327.85 안양천  3,327.98 탄천 2,330.99 남한강 2,333.4 팔당호 2,334.89 원주천 2,335.99 강서지구 3,339.54 중랑천 2,341.09 한강하구 1,348.74 섬강 1,349.62 공릉천 1,357.52 임진강 2,365.12 문산천 2,373.28 포천천 2,374.25 상패천 2,383.57 소양강 하류 2,407.91 한탄강 2,409.4 남대천 3,417.24 철원평야 2,417.76 토교저수지 2,433.54 남대천 3
전라남도 영암군,18.89 우습제 2,23.24 영암호 1,26.73 만덕간척지 2,30.38 지석천 2,31.33 고막원천 2,31.77 영산강 2,33.8 금호호 1,35.11 강진만 2,37.05 고천암 2,37.69 사내간척지 2,40.8 함평대동저수지 2,51.8 담양습지 3,57.36 주암댐 2,59.3 황룡강 2,74.59 순천만 1,83.38 동림저수지 1,99.37 동진강 1,107.49 원평천 3,109.48 조류지 2,119.45 전주천 2,124.38 만경강 1,124.39 사천만 3,133.81 금강호 2,135.67 금강하구둑 1,143.72 하도리 2,146.51 종달리 3,147.2 봉선저수지 2,147.77 산남저수지 3,149.98 오조리 3,158.8 논산천 2,171.42 용수저수지 2,176.97 목포늪 3,177.04 창녕우포 3,177.89 장척저수지 3,179.1 사지포 3,188.73 주남저수지 3,189.48 동판저수지 2,193.22 김천 2,197.45 낙동강 2,197.5 금호강 1,198.62 화포천 2,198.95 미호천 1,202.42 천수만 1,206.83 간월호 2,207.76 낙동강하구 2,210.6 부남호 2,210.98 무심천 2,211.51 산수저수지 2,211.85 해미천 2,212.47 낙동강 2,213.77 무한천 2,216.23 구미 3,217.22 낙동강 3,217.25 곡교천 1,218.41 풍세천 1,219.32 양산천 2,220.48 안심습지 3,221.28 봉강천 1,221.84 병천천 2,223.7 도당천 2,228.17 송정저수지 2,229.95 잠홍지 2,230.73 삽교호 2,234.53 아산호 2,234.75 보강천 2,238.36 백곡지 2,243.19 석문간척지 2,245.51 양산발생지 3,246.44 남양호 2,247.41 대호 2,247.92 안성천 1,256.44 태화강 3,257.48 화성호 2,257.87 진위천 2,262.17 형산강 1,265.69 청미천 1,269.36 황구지천 2,270.03 충주호 3,275.89 원천리천 3,277.03 서호 3,278.62 시화호 1,279.71 왕송호수 3,283.24 경안천 2,301.86 탄천 2,302.14 안양천  3,304.4 남한강 2,307.01 팔당호 2,308.17 원주천 2,310.42 강서지구 3,313.48 중랑천 2,315.69 한강하구 1,322.01 섬강 1,324.0 공릉천 1,332.29 임진강 2,339.69 문산천 2,347.11 포천천 2,348.3 상패천 2,356.92 소양강 하류 2,381.72 한탄강 2,383.12 남대천 3,391.14 철원평야 2,391.57 토교저수지 2,406.91 남대천 3
